Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"85,869,162,565","69,871,780,804",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"85,869,162,565","69,871,780,804",,
4. Giá vốn hàng bán,11,,"74,271,129,263","63,695,473,804",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"11,598,033,302","6,176,307,000",,
6. Doanh thu hoạt động tài chính,21,,"7,839,737,699","2,773,739,128",,
7. Chi phí tài chính,22,,"2,685,087,384",0,,
- Trong đó: Chi phí lãi vay,23,,0,0,,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"47,432,000","35,890,000",,
10. Chi phí quản lý doanh nghiệp,26,,"25,601,644,607","9,380,641,060",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-8,896,392,990","-466,484,932",,
12. Thu nhập khác,31,,"72,846,826,423","83,902,245,403",,
13. Chi phí khác,32,,"46,980,060,362","53,253,607,124",,
14. Lợi nhuận khác(40=31-32),40,,"25,866,766,061","30,648,638,279",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"16,970,373,071","30,182,153,347",,
16. Chi phí thuế TNDN hiện hành,51,,"5,273,898,631","6,694,569,319",,
17. Chi phí thuế TNDN hoãn lại,52,,0,0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"11,696,474,440","23,487,584,028",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,0,0,,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,50,169,,
22. Lãi suy giảm trên cổ phiếu (*),71,,50,169,,
