Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"3,269,796,291,844","1,813,708,066,994","5,554,170,049,205","3,387,275,590,911"
2. Các khoản giảm trừ doanh thu,02,,"5,050,435,836","3,112,083,642","5,806,885,101","4,332,275,733"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"3,264,745,856,008","1,810,595,983,352","5,548,363,164,104","3,382,943,315,178"
4. Giá vốn hàng bán,11,,"2,910,330,501,951","1,627,230,324,269","4,954,850,674,403","3,020,812,104,100"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"354,415,354,057","183,365,659,083","593,512,489,701","362,131,211,078"
6. Doanh thu hoạt động tài chính,21,,"50,031,313,543","49,809,253,203","95,569,109,009","85,852,255,457"
7. Chi phí tài chính,22,,"54,678,764,618","66,895,670,460","97,427,746,971","123,889,394,286"
- Trong đó: Chi phí lãi vay,23,,"44,492,122,484","53,578,102,302","82,261,165,210","104,102,249,120"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"3,161,056,598","280,167,868","7,080,345,083","471,187,707"
9. Chi phí bán hàng,25,,"174,720,812,628","56,663,819,282","277,160,880,091","114,992,339,029"
10. Chi phí quản lý doanh nghiệp,26,,"51,778,894,990","34,233,723,263","89,936,686,381","72,092,338,229"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"126,429,251,962","75,661,867,149","231,636,630,350","137,480,582,698"
12. Thu nhập khác,31,,"2,821,164,461","-7,465,221,013","4,067,353,005","13,227,990,502"
13. Chi phí khác,32,,"12,019,917,023","-7,816,270,394","12,417,987,911","785,112,928"
14. Lợi nhuận khác(40=31-32),40,,"-9,198,752,562","351,049,381","-8,350,634,906","12,442,877,574"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"117,230,499,400","76,012,916,530","223,285,995,444","149,923,460,272"
16. Chi phí thuế TNDN hiện hành,51,,"23,231,557,975","1,796,665,761","37,302,021,543","13,093,135,583"
17. Chi phí thuế TNDN hoãn lại,52,,"1,226,136,212","13,670,181","3,692,716,376","-30,671,874"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"92,772,805,213","74,202,580,588","182,291,257,525","136,860,996,563"
19. Lợi nhuận sau thuế công ty mẹ,61,,"83,357,681,623","67,684,300,148","158,499,501,114","126,168,766,951"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"9,415,123,590","6,518,280,440","23,791,756,411","10,692,229,612"
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
