Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"208,434,607,590","294,717,247,437",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"208,434,607,590","294,717,247,437",,
4. Giá vốn hàng bán,11,,"103,448,532,259","124,887,459,091",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"104,986,075,331","169,829,788,346",,
6. Doanh thu hoạt động tài chính,21,,"1,324,792,066","716,525,294",,
7. Chi phí tài chính,22,,"4,322,422,349","9,081,032,031",,
- Trong đó: Chi phí lãi vay,23,,"4,322,422,349","8,876,232,602",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,0,0,,
10. Chi phí quản lý doanh nghiệp,26,,"5,649,153,772","5,779,327,371",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"96,339,291,276","155,685,954,238",,
12. Thu nhập khác,31,,0,"409,090,909",,
13. Chi phí khác,32,,"2,746,329","138,747,595",,
14. Lợi nhuận khác(40=31-32),40,,"-2,746,329","270,343,314",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"96,336,544,947","155,956,297,552",,
16. Chi phí thuế TNDN hiện hành,51,,"6,113,569,898","9,765,433,962",,
17. Chi phí thuế TNDN hoãn lại,52,,0,0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"90,222,975,049","146,190,863,590",,
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,"2,003","3,245",,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
