Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"2,687,154,224,910","3,416,703,923,853","12,628,361,221,218","15,314,698,238,896"
2. Các khoản giảm trừ doanh thu,02,,"2,575,473,135","9,286,091,326","6,677,328,951","24,401,165,809"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"2,684,578,751,775","3,407,417,832,527","12,621,683,892,267","15,290,297,073,087"
4. Giá vốn hàng bán,11,,"2,375,451,450,167","3,366,874,562,370","11,511,627,537,893","14,204,057,189,374"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"309,127,301,608","40,543,270,157","1,110,056,354,374","1,086,239,883,713"
6. Doanh thu hoạt động tài chính,21,,"67,921,370,313","76,956,511,432","239,423,409,491","214,482,862,553"
7. Chi phí tài chính,22,,"67,250,781,564","85,428,295,752","235,473,884,645","257,402,705,272"
- Trong đó: Chi phí lãi vay,23,,"48,476,740,408","57,560,677,981","186,854,095,197","173,679,772,675"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"22,819,564,892","16,426,499,943","52,877,026,298","57,678,939,569"
9. Chi phí bán hàng,25,,"135,967,900,119","132,681,831,931","510,869,499,617","666,097,260,650"
10. Chi phí quản lý doanh nghiệp,26,,"89,321,724,866","74,582,870,664","285,128,195,039","247,607,549,844"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"107,327,830,264","-158,766,716,815","370,885,210,862","187,294,170,069"
12. Thu nhập khác,31,,"4,372,115,464","3,930,687,890","18,855,016,699","8,605,911,082"
13. Chi phí khác,32,,"3,672,034,674","1,402,197,069","9,484,304,341","9,833,969,448"
14. Lợi nhuận khác(40=31-32),40,,"700,080,790","2,528,490,821","9,370,712,358","-1,228,058,366"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"108,027,911,054","-156,238,225,994","380,255,923,220","186,066,111,703"
16. Chi phí thuế TNDN hiện hành,51,,"24,597,831,305","-6,493,574,139","78,642,509,245","72,085,473,962"
17. Chi phí thuế TNDN hoãn lại,52,,"-8,752,453,615","-723,276,717","-9,692,341,927","-3,310,630,196"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"92,182,533,364","-149,021,375,138","311,305,755,902","117,291,267,937"
19. Lợi nhuận sau thuế công ty mẹ,61,,"93,772,934,728","-100,777,979,169","290,902,469,756","152,599,331,716"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"-1,590,401,364","-48,243,395,969","20,403,286,146","-35,308,063,779"
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
