Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"10,884,713,247,355","10,325,400,666,889",,
2. Các khoản giảm trừ doanh thu,02,,"28,100,847,211","40,705,067,180",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"10,856,612,400,144","10,284,695,599,709",,
4. Giá vốn hàng bán,11,,"9,984,924,715,250","8,958,611,031,521",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"871,687,684,894","1,326,084,568,188",,
6. Doanh thu hoạt động tài chính,21,,"1,110,636,362,737","712,478,611,133",,
7. Chi phí tài chính,22,,"823,392,731,847","806,070,490,610",,
- Trong đó: Chi phí lãi vay,23,,"705,491,023,191","714,074,144,851",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"7,221,968,308","60,942,913,700",,
9. Chi phí bán hàng,25,,"400,439,326,380","317,657,679,907",,
10. Chi phí quản lý doanh nghiệp,26,,"447,127,107,682","436,326,601,038",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"318,586,850,030","539,451,321,466",,
12. Thu nhập khác,31,,"143,368,375,466","178,470,049,565",,
13. Chi phí khác,32,,"40,171,279,603","35,629,630,048",,
14. Lợi nhuận khác(40=31-32),40,,"103,197,095,863","142,840,419,517",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"421,783,945,893","682,291,740,983",,
16. Chi phí thuế TNDN hiện hành,51,,"158,028,686,431","149,395,403,503",,
17. Chi phí thuế TNDN hoãn lại,52,,"4,462,592,400","-12,193,387,854",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"259,292,667,062","545,089,725,334",,
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
