Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"103,936,619,428","111,881,902,529",,
2. Các khoản giảm trừ doanh thu,02,,"9,420,961,893","1,627,080,206",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"94,515,657,535","110,254,822,323",,
4. Giá vốn hàng bán,11,,"79,661,873,104","94,815,043,138",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"14,853,784,431","15,439,779,185",,
6. Doanh thu hoạt động tài chính,21,,"3,321,407,247","3,546,988,104",,
7. Chi phí tài chính,22,,"151,160,237","13,226,771",,
- Trong đó: Chi phí lãi vay,23,,0,0,,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"6,010,963,139","5,889,068,882",,
10. Chi phí quản lý doanh nghiệp,26,,"5,855,041,516","5,459,314,071",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"6,158,026,786","7,625,157,565",,
12. Thu nhập khác,31,,"2,368,444,275","64,551,852",,
13. Chi phí khác,32,,"71,836,089",0,,
14. Lợi nhuận khác(40=31-32),40,,"2,296,608,186","64,551,852",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"8,454,634,972","7,689,709,417",,
16. Chi phí thuế TNDN hiện hành,51,,"1,546,202,642","1,043,017,331",,
17. Chi phí thuế TNDN hoãn lại,52,,"36,243,371","-15,851,331",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"6,872,188,959","6,662,543,417",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,0,0,,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,584,597,,
22. Lãi suy giảm trên cổ phiếu (*),71,,584,597,,
