Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"214,632,937,574","183,664,838,296",,
2. Các khoản giảm trừ doanh thu,02,,"2,228,411,434","16,205,755",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"212,404,526,140","183,648,632,541",,
4. Giá vốn hàng bán,11,,"166,691,368,177","137,259,131,676",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"45,713,157,963","46,389,500,865",,
6. Doanh thu hoạt động tài chính,21,,"25,734,448,303","49,921,846",,
7. Chi phí tài chính,22,,"5,383,530,868","4,594,046,118",,
- Trong đó: Chi phí lãi vay,23,,"5,341,718,055","4,565,831,991",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"4,638,439,914","6,789,761,373",,
10. Chi phí quản lý doanh nghiệp,26,,"20,583,306,369","20,449,216,173",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"40,842,329,115","14,606,399,047",,
12. Thu nhập khác,31,,"21,546,393","496,750,198",,
13. Chi phí khác,32,,40,"91,427",,
14. Lợi nhuận khác(40=31-32),40,,"21,546,353","496,658,771",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"40,863,875,468","15,103,057,818",,
16. Chi phí thuế TNDN hiện hành,51,,"2,684,569,566","3,503,741,233",,
17. Chi phí thuế TNDN hoãn lại,52,,"575,360,749","3,257,033",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"37,603,945,153","11,596,059,552",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,0,0,,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
