Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"296,068,525,474","321,031,322,542",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"296,068,525,474","321,031,322,542",,
4. Giá vốn hàng bán,11,,"231,727,785,177","262,971,221,408",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"64,340,740,297","58,060,101,134",,
6. Doanh thu hoạt động tài chính,21,,"366,024,772","609,406,017",,
7. Chi phí tài chính,22,,"828,950,523","407,262,597",,
- Trong đó: Chi phí lãi vay,23,,"742,475,192","395,266,384",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"2,477,127,967","10,308,586,785",,
10. Chi phí quản lý doanh nghiệp,26,,"12,033,588,404","5,409,887,194",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"49,367,098,175","42,543,770,575",,
12. Thu nhập khác,31,,"355,956,708","159,749,685",,
13. Chi phí khác,32,,"466,132,560","13,050,269",,
14. Lợi nhuận khác(40=31-32),40,,"-110,175,852","146,699,416",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"49,256,922,323","42,690,469,991",,
16. Chi phí thuế TNDN hiện hành,51,,"4,493,493,519","3,741,417,519",,
17. Chi phí thuế TNDN hoãn lại,52,,,"-408,022,092",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"44,763,428,804","39,357,074,564",,
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,"3,482","2,586",,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
