Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"65,332,021,050","80,084,298,165","449,732,761,041","367,918,468,256"
2. Các khoản giảm trừ doanh thu,02,,,"6,934,140",0,"242,825,340"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"65,332,021,050","80,077,364,025","449,732,761,041","367,675,642,916"
4. Giá vốn hàng bán,11,,"51,834,417,037","69,673,738,450","406,696,324,000","333,563,695,964"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"13,497,604,013","10,403,625,575","43,036,437,041","34,111,946,952"
6. Doanh thu hoạt động tài chính,21,,"161,546,007","537,024,667","1,919,288,398","1,445,820,835"
7. Chi phí tài chính,22,,"5,484,495,635","5,906,645,368","15,763,824,695","18,362,201,419"
- Trong đó: Chi phí lãi vay,23,,"5,058,425,769","5,906,645,368","13,621,897,088","18,362,201,419"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"1,769,995,098","966,187,174","7,083,968,081","4,207,649,692"
10. Chi phí quản lý doanh nghiệp,26,,"3,199,365,480","2,782,808,127","14,607,291,542","9,152,716,522"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"3,205,293,807","1,285,009,573","7,500,641,121","3,835,200,154"
12. Thu nhập khác,31,,"8,676,984","3,200,000","5,577,769,792","559,819,609"
13. Chi phí khác,32,,"188,061,911","469,968,946","1,855,917,637","1,703,925,860"
14. Lợi nhuận khác(40=31-32),40,,"-179,384,927","-466,768,946","3,721,852,155","-1,144,106,251"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"3,025,908,880","818,240,627","11,222,493,276","2,691,093,903"
16. Chi phí thuế TNDN hiện hành,51,,"642,794,158","163,648,125","2,346,394,182","722,959,521"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"2,383,114,722","654,592,502","8,876,099,094","1,968,134,382"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,34,9,125,28
22. Lãi suy giảm trên cổ phiếu (*),71,,34,9,125,28
