Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1.Thu nhập lãi và các khoản thu nhập tương tự,01,,"3,352,559,000,000","3,164,638,000,000",,
2. Chi phí lãi và các chi phí tương tự,02,,"2,264,998,000,000","1,875,928,000,000",,
I. Thu nhập lãi thuần,03,,"1,087,561,000,000","1,288,710,000,000",,
3. Thu nhập từ hoạt động dịch vụ,04,,"156,939,000,000","144,095,000,000",,
4. Chi phí hoạt động dịch vụ,05,,"89,970,000,000","75,735,000,000",,
II. Lãi/lỗ thuần từ hoạt động dịch vụ,06,,"66,969,000,000","68,360,000,000",,
III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hối,07,,"234,681,000,000","67,307,000,000",,
IV. Lãi /lỗ thuần từ mua bán chứng khoán kinh doanh,08,,"4,951,000,000","3,472,000,000",,
V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,09,,"250,295,000,000","177,302,000,000",,
5. Thu nhập từ hoạt động khác,10,,"66,138,000,000","35,943,000,000",,
6. Chi phí hoạt động khác,11,,"18,185,000,000","2,051,000,000",,
VI. Lãi/lỗ thuần từ hoạt động khác,12,,"47,953,000,000","33,892,000,000",,
"VII. Thu nhập từ góp vốn, mua cổ phần",13,,"260,000,000","260,000,000",,
VIII. Chi phí hoạt động,14,,"830,029,000,000","797,914,000,000",,
IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,15,,"862,641,000,000","841,389,000,000",,
X. Chi phí dự phòng rủi ro tín dụng,16,,"267,729,000,000","290,423,000,000",,
XI. Tổng lợi nhuận trước thuế,17,,"594,912,000,000","550,966,000,000",,
7. Chi phí thuế TNDN hiện hành,18,,"123,531,000,000","114,471,000,000",,
8. Chi phí thuế TNDN hoãn lại,19,,0,0,,
XII. Chi phí thuế TNDN,20,,"123,531,000,000","114,471,000,000",,
XIII. Lợi nhuận sau thuế,21,,"471,381,000,000","436,495,000,000",,
XIV. Lợi ích của cổ đông thiểu số,22,,0,0,,
XV. Lãi cơ bản trên cổ phiếu,23,,"825,000,000","821,000,000",,
