Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"123,249,940,146","58,992,621,106",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"123,249,940,146","58,992,621,106",,
4. Giá vốn hàng bán,11,,"105,155,662,293","59,129,591,767",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"18,094,277,853","-136,970,661",,
6. Doanh thu hoạt động tài chính,21,,"2,142,352,142","1,321,141,428",,
7. Chi phí tài chính,22,,"73,633,313","133,516,616",,
- Trong đó: Chi phí lãi vay,23,,0,"80,099,590",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"9,026,350,287","3,516,936,168",,
10. Chi phí quản lý doanh nghiệp,26,,"3,879,712,762","3,153,312,498",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"7,256,933,633","-5,619,594,515",,
12. Thu nhập khác,31,,"3,732,198,133","1,412,159,963",,
13. Chi phí khác,32,,0,0,,
14. Lợi nhuận khác(40=31-32),40,,"3,732,198,133","1,412,159,963",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"10,989,131,766","-4,207,434,552",,
16. Chi phí thuế TNDN hiện hành,51,,0,0,,
17. Chi phí thuế TNDN hoãn lại,52,,"76,623,231","7,379,382",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"10,912,508,535","-4,214,813,934",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,0,0,,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,"1,044",-403,,
22. Lãi suy giảm trên cổ phiếu (*),71,,"1,044",-403,,
