Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"75,429,749,610","70,241,427,678",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"75,429,749,610","70,241,427,678",,
4. Giá vốn hàng bán,11,,"78,273,715,742","85,699,135,823",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"-2,843,966,132","-15,457,708,145",,
6. Doanh thu hoạt động tài chính,21,,"13,156,612,079","14,571,889,793",,
7. Chi phí tài chính,22,,"2,287,809,651","2,240,354,917",,
- Trong đó: Chi phí lãi vay,23,,0,0,,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"43,881,810","33,747,000",,
10. Chi phí quản lý doanh nghiệp,26,,"10,464,945,729","9,370,305,250",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-2,483,991,243","-12,530,225,519",,
12. Thu nhập khác,31,,"1,731,744,182","2,743,265,560",,
13. Chi phí khác,32,,"5,222,107,602","989,640,764",,
14. Lợi nhuận khác(40=31-32),40,,"-3,490,363,420","1,753,624,796",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-5,974,354,663","-10,776,600,723",,
16. Chi phí thuế TNDN hiện hành,51,,0,0,,
17. Chi phí thuế TNDN hoãn lại,52,,"18,172,329",0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-5,992,526,992","-10,776,600,723",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,0,0,,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,-74,-222,,
22. Lãi suy giảm trên cổ phiếu (*),71,,-74,-222,,
