Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"49,261,825,401","52,131,515,453","49,261,825,401","52,131,515,453"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"49,261,825,401","52,131,515,453","49,261,825,401","52,131,515,453"
4. Giá vốn hàng bán,11,,"43,870,740,032","42,188,202,326","43,870,740,032","42,188,202,326"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"5,391,085,369","9,943,313,127","5,391,085,369","9,943,313,127"
6. Doanh thu hoạt động tài chính,21,,"38,132,613","4,601,747","38,132,613","4,601,747"
7. Chi phí tài chính,22,,"1,963,369,851","2,349,376,683","1,963,369,851","2,349,376,683"
- Trong đó: Chi phí lãi vay,23,,"1,963,369,851","2,349,376,683","1,963,369,851","2,349,376,683"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"305,761,011","513,606,471","305,761,011","513,606,471"
10. Chi phí quản lý doanh nghiệp,26,,"3,425,994,616","3,193,945,759","3,425,994,616","3,193,945,759"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-265,907,496","3,890,985,961","-265,907,496","3,890,985,961"
12. Thu nhập khác,31,,"19,007,084","39,317,916","19,007,084","39,317,916"
13. Chi phí khác,32,,0,0,0,0
14. Lợi nhuận khác(40=31-32),40,,"19,007,084","39,317,916","19,007,084","39,317,916"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-246,900,412","3,930,303,877","-246,900,412","3,930,303,877"
16. Chi phí thuế TNDN hiện hành,51,,0,"589,545,582",0,"589,545,582"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-246,900,412","3,340,758,295","-246,900,412","3,340,758,295"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
