Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"50,898,454,481","61,773,411,400","170,485,965,728","165,396,523,587"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"50,898,454,481","61,773,411,400","170,485,965,728","165,396,523,587"
4. Giá vốn hàng bán,11,,"43,290,085,234","50,787,368,626","146,020,202,409","150,595,758,530"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"7,608,369,247","10,986,042,774","24,465,763,319","14,800,765,057"
6. Doanh thu hoạt động tài chính,21,,"133,056,903","21,888,216","248,973,031","29,900,317"
7. Chi phí tài chính,22,,"404,035,844","835,783,322","1,964,896,153","4,337,424,197"
- Trong đó: Chi phí lãi vay,23,,"404,035,844","835,783,322","1,964,896,153","4,337,424,197"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"1,834,578,306",0,"2,416,994,740","471,359,290"
10. Chi phí quản lý doanh nghiệp,26,,"3,953,936,927","2,526,110,897","11,645,838,435","8,937,186,534"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"1,548,875,073","7,646,036,771","8,687,007,022","1,084,695,353"
12. Thu nhập khác,31,,"31,508,458","31,816,646","116,056,105","105,387,076"
13. Chi phí khác,32,,"41,546,829","55,213,118","56,807,672","65,252,858"
14. Lợi nhuận khác(40=31-32),40,,"-10,038,371","-23,396,472","59,248,433","40,134,218"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"1,538,836,702","7,622,640,299","8,746,255,455","1,124,829,571"
16. Chi phí thuế TNDN hiện hành,51,,"480,033,406",0,"1,611,411,119",0
17. Chi phí thuế TNDN hoãn lại,52,,"53,640,465","916,791,144","148,314,006","916,791,144"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"1,005,162,831","6,705,849,155","6,986,530,330","208,038,427"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
