Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"42,196,104,310","49,261,825,401","42,196,104,310","49,261,825,401"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"42,196,104,310","49,261,825,401","42,196,104,310","49,261,825,401"
4. Giá vốn hàng bán,11,,"40,579,086,618","43,870,740,032","40,579,086,618","43,870,740,032"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"1,617,017,692","5,391,085,369","1,617,017,692","5,391,085,369"
6. Doanh thu hoạt động tài chính,21,,"4,838,162","38,132,613","4,838,162","38,132,613"
7. Chi phí tài chính,22,,"1,312,233,684","1,963,369,851","1,312,233,684","1,963,369,851"
- Trong đó: Chi phí lãi vay,23,,"1,312,233,684","1,963,369,851","1,312,233,684","1,963,369,851"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"332,445,182","305,761,011","332,445,182","305,761,011"
10. Chi phí quản lý doanh nghiệp,26,,"2,731,261,738","3,425,994,616","2,731,261,738","3,425,994,616"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-2,754,084,750","-265,907,496","-2,754,084,750","-265,907,496"
12. Thu nhập khác,31,,"21,767,470","19,007,084","21,767,470","19,007,084"
13. Chi phí khác,32,,"1,196,667",0,"1,196,667",0
14. Lợi nhuận khác(40=31-32),40,,"20,570,803","19,007,084","20,570,803","19,007,084"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-2,733,513,947","-246,900,412","-2,733,513,947","-246,900,412"
16. Chi phí thuế TNDN hiện hành,51,,0,0,0,0
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-2,733,513,947","-246,900,412","-2,733,513,947","-246,900,412"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
