Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"134,110,305,244","122,651,245,150",,
2. Các khoản giảm trừ doanh thu,02,,0,"1,764,722,520",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"134,110,305,244","120,886,522,630",,
4. Giá vốn hàng bán,11,,"126,638,446,298","120,739,525,348",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"7,471,858,946","146,997,282",,
6. Doanh thu hoạt động tài chính,21,,"4,419,482,077","3,002,310,313",,
7. Chi phí tài chính,22,,"207,910,426","225,236,031",,
- Trong đó: Chi phí lãi vay,23,,"99,939,316","215,894,445",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"6,242,311,631","8,182,671,805",,
10. Chi phí quản lý doanh nghiệp,26,,"6,424,610,723","7,866,720,432",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-983,491,757","-13,125,320,673",,
12. Thu nhập khác,31,,"5,017,550,308","1,203,200,579",,
13. Chi phí khác,32,,"3,806,478,197","73,205,071",,
14. Lợi nhuận khác(40=31-32),40,,"1,211,072,111","1,129,995,508",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"227,580,354","-11,995,325,165",,
16. Chi phí thuế TNDN hiện hành,51,,0,0,,
17. Chi phí thuế TNDN hoãn lại,52,,"2,070,343","-27,979,306",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"225,510,011","-11,967,345,859",,
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,22,"-1,145",,
22. Lãi suy giảm trên cổ phiếu (*),71,,22,"-1,145",,
