Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"266,490,748,789","286,069,769,714",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"266,490,748,789","286,069,769,714",,
4. Giá vốn hàng bán,11,,"220,018,881,816","228,593,160,843",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"46,471,866,973","57,476,608,871",,
6. Doanh thu hoạt động tài chính,21,,"13,484,212","2,770,601,949",,
7. Chi phí tài chính,22,,"8,627,399,596","5,022,047,868",,
- Trong đó: Chi phí lãi vay,23,,"8,627,399,596","3,736,751,429",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"1,013,032,298","713,729,072",,
10. Chi phí quản lý doanh nghiệp,26,,"13,955,523,139","19,307,382,952",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"22,889,396,152","35,204,050,928",,
12. Thu nhập khác,31,,"245,679,481","10,735,211,730",,
13. Chi phí khác,32,,"1,333,186,093","350,834,596",,
14. Lợi nhuận khác(40=31-32),40,,"-1,087,506,612","10,384,377,134",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"21,801,889,540","45,588,428,062",,
16. Chi phí thuế TNDN hiện hành,51,,"3,577,730,273","3,495,058,730",,
17. Chi phí thuế TNDN hoãn lại,52,,0,0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"18,224,159,267","42,093,369,332",,
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,"1,441","3,163",,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
