Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"234,472,895,295","227,351,891,525",,
2. Các khoản giảm trừ doanh thu,02,,"9,929,029,376","6,874,254,530",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"224,543,865,919","220,477,636,995",,
4. Giá vốn hàng bán,11,,"147,414,623,098","141,229,384,559",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"77,129,242,821","79,248,252,436",,
6. Doanh thu hoạt động tài chính,21,,"730,735,419","109,089,680",,
7. Chi phí tài chính,22,,"9,685,128,112","8,406,736,002",,
- Trong đó: Chi phí lãi vay,23,,"9,212,270,836","8,221,040,630",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"42,376,088,970","33,318,066,974",,
10. Chi phí quản lý doanh nghiệp,26,,"25,764,401,443","22,997,961,079",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"34,359,715","14,634,578,061",,
12. Thu nhập khác,31,,"20,392,427","21,728,466",,
13. Chi phí khác,32,,"6,288","103,535",,
14. Lợi nhuận khác(40=31-32),40,,"20,386,139","21,624,931",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"54,745,854","14,656,202,992",,
16. Chi phí thuế TNDN hiện hành,51,,"3,391,314,767","2,684,569,566",,
17. Chi phí thuế TNDN hoãn lại,52,,"-1,079,599,031","272,313,208",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-2,256,969,882","11,699,320,218",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,0,0,,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
