Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"2,792,257,990,090","4,578,733,575,653","6,409,854,905,601","8,606,587,371,128"
2. Các khoản giảm trừ doanh thu,02,,"944,663,741","3,873,387,481","1,828,659,799","4,042,784,489"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"2,791,313,326,349","4,574,860,188,172","6,408,026,245,802","8,602,544,586,639"
4. Giá vốn hàng bán,11,,"2,569,592,122,032","4,231,027,690,855","5,940,134,557,546","7,865,036,320,406"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"221,721,204,317","343,832,497,317","467,891,688,256","737,508,266,233"
6. Doanh thu hoạt động tài chính,21,,"61,416,035,204","62,151,890,682","108,419,274,528","93,777,033,912"
7. Chi phí tài chính,22,,"59,379,004,371","59,187,504,578","115,385,999,026","110,086,790,725"
- Trong đó: Chi phí lãi vay,23,,"46,607,049,754","35,891,150,019","91,742,027,183","75,756,440,960"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"3,570,709,663","8,438,343,001","18,135,380,118","24,756,967,810"
9. Chi phí bán hàng,25,,"106,043,912,799","178,910,187,534","215,433,996,151","392,595,794,497"
10. Chi phí quản lý doanh nghiệp,26,,"57,997,851,427","60,039,573,317","124,041,571,947","114,892,553,659"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"63,287,180,587","116,285,465,571","139,584,775,778","238,467,129,074"
12. Thu nhập khác,31,,"2,933,461,396","2,149,643,923","6,113,555,245","3,158,104,503"
13. Chi phí khác,32,,"1,282,478,562","3,926,631,782","1,516,236,366","4,200,382,134"
14. Lợi nhuận khác(40=31-32),40,,"1,650,982,834","-1,776,987,859","4,597,318,879","-1,042,277,631"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"64,938,163,421","114,508,477,712","144,182,094,657","237,424,851,443"
16. Chi phí thuế TNDN hiện hành,51,,"15,813,694,251","23,112,399,121","29,506,247,453","49,954,854,035"
17. Chi phí thuế TNDN hoãn lại,52,,"-1,666,526,245","-1,811,205,117","87,771,907","-2,225,213,446"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"50,790,995,415","93,207,283,708","114,588,075,297","189,695,210,854"
19. Lợi nhuận sau thuế công ty mẹ,61,,"42,969,514,939","85,425,095,236","96,864,995,277","173,511,138,874"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"7,821,480,476","7,782,188,472","17,723,080,020","16,184,071,980"
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
