Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"16,784,617,463","63,878,164,555","103,623,112,187","150,080,684,363"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"16,784,617,463","63,878,164,555","103,623,112,187","150,080,684,363"
4. Giá vốn hàng bán,11,,"18,263,428,867","52,843,961,834","99,808,389,904","132,357,161,662"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"-1,478,811,404","11,034,202,721","3,814,722,283","17,723,522,701"
6. Doanh thu hoạt động tài chính,21,,"2,980,074","165,325","8,012,101","38,503,107"
7. Chi phí tài chính,22,,"1,132,262,388","1,548,497,584","3,501,640,875","5,535,725,397"
- Trong đó: Chi phí lãi vay,23,,"1,132,262,388","1,548,497,584","3,501,640,875","5,535,725,397"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"31,000,000","299,700,049","471,359,290","615,938,425"
10. Chi phí quản lý doanh nghiệp,26,,"1,000,658,372","2,868,600,154","6,411,075,637","8,528,738,186"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-3,639,752,090","6,317,570,259","-6,561,341,418","3,081,623,800"
12. Thu nhập khác,31,,"1,436,472","33,335,675","73,570,430","67,316,101"
13. Chi phí khác,32,,"715,868",0,"10,039,740","118,393,498"
14. Lợi nhuận khác(40=31-32),40,,"720,604","33,335,675","63,530,690","-51,077,397"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-3,639,031,486","6,350,905,934","-6,497,810,728","3,030,546,403"
16. Chi phí thuế TNDN hiện hành,51,,0,"584,301,961",0,"584,301,961"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-3,639,031,486","5,766,603,973","-6,497,810,728","2,446,244,442"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
