Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"126,287,816,278","125,278,917,692","347,369,737,231","320,605,107,070"
2. Các khoản giảm trừ doanh thu,02,,"6,558,076,129","3,973,272,229","18,843,492,270","6,909,859,698"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"119,729,740,149","121,305,645,463","328,526,244,961","313,695,247,372"
4. Giá vốn hàng bán,11,,"97,222,753,562","82,863,696,153","247,464,265,201","227,572,411,572"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"22,506,986,587","38,441,949,310","81,061,979,760","86,122,835,800"
6. Doanh thu hoạt động tài chính,21,,"-398,740,585","1,366,291,774","2,168,671,882","2,253,227,477"
7. Chi phí tài chính,22,,"4,549,020,738","4,219,166,045","11,109,839,986","13,709,141,371"
- Trong đó: Chi phí lãi vay,23,,"2,881,556,835","3,960,836,257","8,793,245,757","13,048,423,206"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"17,285,163,611","15,622,167,780","52,892,453,307","49,550,862,762"
10. Chi phí quản lý doanh nghiệp,26,,"12,291,093,854","13,266,202,827","35,584,657,635","35,633,602,001"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-12,017,032,201","6,700,704,432","-16,356,299,286","-10,517,542,857"
12. Thu nhập khác,31,,"33,707,939","16,210,246","130,919,983","578,499,594"
13. Chi phí khác,32,,"53,623,326","5,946","1,671,256,856","66,371,871"
14. Lợi nhuận khác(40=31-32),40,,"-19,915,387","16,204,300","-1,540,336,873","512,127,723"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-12,036,947,588","6,716,908,732","-17,896,636,159","-10,005,415,134"
16. Chi phí thuế TNDN hiện hành,51,,"846,084,944","2,594,501,309","5,022,180,364","3,293,145,804"
17. Chi phí thuế TNDN hoãn lại,52,,"63,508,426","-1,764,729,042","-993,750,825","-641,359,158"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-12,946,540,958","5,887,136,465","-21,925,065,698","-12,657,201,780"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
