Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"1,837,237,323,176","2,209,962,396,990","9,259,969,331,231","8,018,827,145,835"
2. Các khoản giảm trừ doanh thu,02,,"4,000,354,301","1,037,673,394","20,178,446,735","7,254,532,446"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"1,833,236,968,875","2,208,924,723,596","9,239,790,884,496","8,011,572,613,389"
4. Giá vốn hàng bán,11,,"1,656,741,060,921","2,011,457,866,835","8,197,651,505,929","7,338,636,540,198"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"176,495,907,954","197,466,856,761","1,042,139,378,567","672,936,073,191"
6. Doanh thu hoạt động tài chính,21,,"44,141,482,621","20,898,115,374","179,675,456,151","61,517,601,742"
7. Chi phí tài chính,22,,"62,238,460,705","67,212,717,328","265,779,326,469","208,587,237,486"
- Trong đó: Chi phí lãi vay,23,,"49,945,222,265","15,504,619,579","225,421,605,405","125,980,474,352"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"-56,550,198",0,"-56,550,198",0
9. Chi phí bán hàng,25,,"37,062,485,062","52,254,432,906","216,528,667,037","156,562,809,984"
10. Chi phí quản lý doanh nghiệp,26,,"42,294,385,350","37,134,475,802","149,020,798,208","123,618,312,196"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"78,985,509,260","61,763,346,099","590,429,492,806","245,685,315,267"
12. Thu nhập khác,31,,"-440,869,227","2,498,409,667","9,238,136,088","11,209,698,006"
13. Chi phí khác,32,,"679,583,217","41,813,291","2,246,314,543","2,910,690,089"
14. Lợi nhuận khác(40=31-32),40,,"-1,120,452,444","2,456,596,376","6,991,821,545","8,299,007,917"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"77,865,056,816","64,219,942,475","597,421,314,351","253,984,323,184"
16. Chi phí thuế TNDN hiện hành,51,,"14,817,799,314","11,402,731,020","72,801,888,717","42,772,027,927"
17. Chi phí thuế TNDN hoãn lại,52,,"-840,277,864","-708,675,840","22,897,278,795","-936,618,304"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"63,887,535,366","53,525,887,295","501,722,146,839","212,148,913,561"
19. Lợi nhuận sau thuế công ty mẹ,61,,"58,905,123,997","51,502,432,019","468,342,042,945","180,260,475,000"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"4,982,411,369","2,023,455,276","33,380,103,894","31,888,438,561"
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
