Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"195,326,189,378","234,472,895,295",,
2. Các khoản giảm trừ doanh thu,02,,"2,936,587,469","9,929,029,376",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"192,389,601,909","224,543,865,919",,
4. Giá vốn hàng bán,11,,"144,708,715,418","147,414,623,098",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"47,680,886,491","77,129,242,821",,
6. Doanh thu hoạt động tài chính,21,,"896,887,234","730,735,419",,
7. Chi phí tài chính,22,,"9,499,926,859","9,685,128,112",,
- Trong đó: Chi phí lãi vay,23,,"9,087,586,949","9,212,270,836",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"33,928,694,982","42,376,088,970",,
10. Chi phí quản lý doanh nghiệp,26,,"22,367,399,174","25,764,401,443",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-17,218,247,290","34,359,715",,
12. Thu nhập khác,31,,"562,289,348","20,392,427",,
13. Chi phí khác,32,,"66,365,925","6,288",,
14. Lợi nhuận khác(40=31-32),40,,"495,923,423","20,386,139",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-16,722,323,867","54,745,854",,
16. Chi phí thuế TNDN hiện hành,51,,"698,644,495","3,391,314,767",,
17. Chi phí thuế TNDN hoãn lại,52,,"1,123,369,886","-1,079,599,031",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-18,544,338,248","-2,256,969,882",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,0,0,,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
