Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"237,808,183,747","103,756,586,713",,
2. Các khoản giảm trừ doanh thu,02,,"357,781,831",,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"237,450,401,916","103,756,586,713",,
4. Giá vốn hàng bán,11,,"210,380,422,404","88,551,857,705",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"27,069,979,512","15,204,729,008",,
6. Doanh thu hoạt động tài chính,21,,"844,323,804","1,797,491,061",,
7. Chi phí tài chính,22,,"1,792,381,076","1,687,375,924",,
- Trong đó: Chi phí lãi vay,23,,"1,792,381,076","1,687,245,189",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,"16,669,168",,,
9. Chi phí bán hàng,25,,"380,245,043","287,755,559",,
10. Chi phí quản lý doanh nghiệp,26,,"6,310,900,147","4,758,342,909",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"19,447,446,218","10,268,745,677",,
12. Thu nhập khác,31,,,"492,523",,
13. Chi phí khác,32,,"103,566,829","346,520,927",,
14. Lợi nhuận khác(40=31-32),40,,"-103,566,829","-346,028,404",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"19,343,879,389","9,922,717,273",,
16. Chi phí thuế TNDN hiện hành,51,,"4,103,438,830","1,984,543,454",,
17. Chi phí thuế TNDN hoãn lại,52,,0,0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"15,240,440,559","7,938,173,819",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,"14,371,132,885","6,975,648,305",,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"869,307,674","962,525,514",,
21. Lãi cơ bản trên cổ phiếu(*),70,,628,"1,522",,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
