Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"548,359,366,987","469,405,732,945",,
2. Các khoản giảm trừ doanh thu,02,,"887,137,831",,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"547,472,229,156","469,405,732,945",,
4. Giá vốn hàng bán,11,,"490,132,700,071","406,572,261,390",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"57,339,529,085","62,833,471,555",,
6. Doanh thu hoạt động tài chính,21,,"2,109,286,390","2,775,799,548",,
7. Chi phí tài chính,22,,"4,232,709,515","6,168,037,276",,
- Trong đó: Chi phí lãi vay,23,,"4,232,489,387","3,118,992,820",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"16,669,168","147,584,161",,
9. Chi phí bán hàng,25,,"739,587,008","731,597,708",,
10. Chi phí quản lý doanh nghiệp,26,,"14,191,194,919","11,085,580,788",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"40,301,993,201","47,771,639,492",,
12. Thu nhập khác,31,,"2,549,834","495,423",,
13. Chi phí khác,32,,"671,463,080","371,671,241",,
14. Lợi nhuận khác(40=31-32),40,,"-668,913,246","-371,175,818",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"39,633,079,955","47,400,463,674",,
16. Chi phí thuế TNDN hiện hành,51,,"8,828,814,037","10,634,583,551",,
17. Chi phí thuế TNDN hoãn lại,52,,0,0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"30,804,265,918","36,765,880,123",,
19. Lợi nhuận sau thuế công ty mẹ,61,,"29,217,425,623","34,149,431,990",,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"1,586,840,295","2,616,448,133",,
21. Lãi cơ bản trên cổ phiếu(*),70,,"1,066","2,637",,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
