Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"13,757,447,880","26,021,219,101","72,750,068,986","90,974,212,037"
2. Các khoản giảm trừ doanh thu,02,,0,"1,764,722,520",0,"1,764,722,520"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"13,757,447,880","24,256,496,581","72,750,068,986","89,209,489,517"
4. Giá vốn hàng bán,11,,"13,946,359,687","25,457,643,826","73,075,951,454","84,167,145,155"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"-188,911,807","-1,201,147,245","-325,882,468","5,042,344,362"
6. Doanh thu hoạt động tài chính,21,,"2,546,823,176","208,617,692","3,867,964,604","2,187,357,775"
7. Chi phí tài chính,22,,"65,319,987","81,479,465","198,836,603","168,634,367"
- Trong đó: Chi phí lãi vay,23,,"19,839,726","76,783,735","99,939,316","135,897,585"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"1,133,991,385","1,608,785,635","4,650,927,553","5,866,925,114"
10. Chi phí quản lý doanh nghiệp,26,,"793,112,539","2,105,197,222","3,946,425,037","6,150,420,487"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"365,487,458","-4,787,991,875","-5,254,107,057","-4,956,277,831"
12. Thu nhập khác,31,,"1,035,012,655","434,289,379","2,447,172,618","640,481,279"
13. Chi phí khác,32,,"1,258,361,694","73,205,071","1,258,361,694","73,205,071"
14. Lợi nhuận khác(40=31-32),40,,"-223,349,039","361,084,308","1,188,810,924","567,276,208"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"142,138,419","-4,426,907,567","-4,065,296,133","-4,389,001,623"
16. Chi phí thuế TNDN hiện hành,51,,0,0,0,0
17. Chi phí thuế TNDN hoãn lại,52,,0,0,"7,379,382","-32,878,728"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"142,138,419","-4,426,907,567","-4,072,675,515","-4,356,122,895"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,12,-427,-390,-428
22. Lãi suy giảm trên cổ phiếu (*),71,,12,-427,-390,-428
