Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"29,978,120,725","41,176,954,729","29,978,120,725","41,176,954,729"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"29,978,120,725","41,176,954,729","29,978,120,725","41,176,954,729"
4. Giá vốn hàng bán,11,,"29,298,515,304","36,136,952,828","29,298,515,304","36,136,952,828"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"679,605,421","5,040,001,901","679,605,421","5,040,001,901"
6. Doanh thu hoạt động tài chính,21,,"204,789,405","647,222,306","204,789,405","647,222,306"
7. Chi phí tài chính,22,,"76,808,035","9,706,573","76,808,035","9,706,573"
- Trong đó: Chi phí lãi vay,23,,"46,081,660","8,899,244","46,081,660","8,899,244"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"798,185,666","2,948,183,807","798,185,666","2,948,183,807"
10. Chi phí quản lý doanh nghiệp,26,,"1,708,112,524","2,180,049,083","1,708,112,524","2,180,049,083"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-1,698,711,399","549,284,744","-1,698,711,399","549,284,744"
12. Thu nhập khác,31,,"595,648,855","206,191,900","595,648,855","206,191,900"
13. Chi phí khác,32,,0,0,0,0
14. Lợi nhuận khác(40=31-32),40,,"595,648,855","206,191,900","595,648,855","206,191,900"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-1,103,062,544","755,476,644","-1,103,062,544","755,476,644"
16. Chi phí thuế TNDN hiện hành,51,,0,"89,671,229",0,"89,671,229"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-1,103,062,544","665,805,415","-1,103,062,544","665,805,415"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,-106,53,-106,53
22. Lãi suy giảm trên cổ phiếu (*),71,,-106,53,-106,53
