Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"3,617,596,915,511","4,027,853,795,475","3,617,596,915,511","4,027,853,795,475"
2. Các khoản giảm trừ doanh thu,02,,"883,996,058","169,397,008","883,996,058","169,397,008"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"3,616,712,919,453","4,027,684,398,467","3,616,712,919,453","4,027,684,398,467"
4. Giá vốn hàng bán,11,,"3,370,542,435,514","3,634,008,629,551","3,370,542,435,514","3,634,008,629,551"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"246,170,483,939","393,675,768,916","246,170,483,939","393,675,768,916"
6. Doanh thu hoạt động tài chính,21,,"47,003,239,324","31,625,143,230","47,003,239,324","31,625,143,230"
7. Chi phí tài chính,22,,"56,006,994,655","50,899,286,147","56,006,994,655","50,899,286,147"
- Trong đó: Chi phí lãi vay,23,,"45,134,977,429","39,865,290,941","45,134,977,429","39,865,290,941"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"14,564,670,455","16,318,624,809","14,564,670,455","16,318,624,809"
9. Chi phí bán hàng,25,,"109,390,083,352","213,685,606,963","109,390,083,352","213,685,606,963"
10. Chi phí quản lý doanh nghiệp,26,,"66,043,720,520","54,852,980,342","66,043,720,520","54,852,980,342"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"76,297,595,191","122,181,663,503","76,297,595,191","122,181,663,503"
12. Thu nhập khác,31,,"3,180,093,849","1,008,460,580","3,180,093,849","1,008,460,580"
13. Chi phí khác,32,,"233,757,804","273,750,352","233,757,804","273,750,352"
14. Lợi nhuận khác(40=31-32),40,,"2,946,336,045","734,710,228","2,946,336,045","734,710,228"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"79,243,931,236","122,916,373,731","79,243,931,236","122,916,373,731"
16. Chi phí thuế TNDN hiện hành,51,,"13,692,553,202","26,842,454,914","13,692,553,202","26,842,454,914"
17. Chi phí thuế TNDN hoãn lại,52,,"1,754,298,152","-414,008,329","1,754,298,152","-414,008,329"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"63,797,079,882","96,487,927,146","63,797,079,882","96,487,927,146"
19. Lợi nhuận sau thuế công ty mẹ,61,,"53,895,480,338","88,086,043,638","53,895,480,338","88,086,043,638"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"9,901,599,544","8,401,883,508","9,901,599,544","8,401,883,508"
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
