Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"251,545,645,321","261,363,805,965",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"251,545,645,321","261,363,805,965",,
4. Giá vốn hàng bán,11,,"211,895,036,370","231,642,375,759",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"39,650,608,951","29,721,430,206",,
6. Doanh thu hoạt động tài chính,21,,"14,303,977,309","10,549,988,133",,
7. Chi phí tài chính,22,,0,"1,173,777,587",,
- Trong đó: Chi phí lãi vay,23,,0,"1,173,777,587",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"187,090,000","172,475,000",,
10. Chi phí quản lý doanh nghiệp,26,,"25,903,090,386","17,928,080,139",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"27,864,405,874","20,997,085,613",,
12. Thu nhập khác,31,,"155,589,301,683","35,410,365,919",,
13. Chi phí khác,32,,"110,444,325,538","14,136,485,490",,
14. Lợi nhuận khác(40=31-32),40,,"45,144,976,145","21,273,880,429",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"73,009,382,019","42,270,966,042",,
16. Chi phí thuế TNDN hiện hành,51,,"13,684,519,404","8,135,004,481",,
17. Chi phí thuế TNDN hoãn lại,52,,0,0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"59,324,862,615","34,135,961,561",,
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,330,130,,
22. Lãi suy giảm trên cổ phiếu (*),71,,330,130,,
