Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"165,396,523,587","195,693,858,220",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"165,396,523,587","195,693,858,220",,
4. Giá vốn hàng bán,11,,"150,595,758,530","173,406,173,579",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"14,800,765,057","22,287,684,641",,
6. Doanh thu hoạt động tài chính,21,,"29,900,317","38,696,030",,
7. Chi phí tài chính,22,,"4,337,424,197","7,086,098,444",,
- Trong đó: Chi phí lãi vay,23,,"4,337,424,197","7,086,098,444",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"471,359,290","680,076,970",,
10. Chi phí quản lý doanh nghiệp,26,,"8,937,186,534","11,554,484,078",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"1,084,695,353","3,005,721,179",,
12. Thu nhập khác,31,,"105,387,076","195,747,167",,
13. Chi phí khác,32,,"65,252,858","128,167,842",,
14. Lợi nhuận khác(40=31-32),40,,"40,134,218","67,579,325",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"1,124,829,571","3,073,300,504",,
16. Chi phí thuế TNDN hiện hành,51,,,"498,611,453",,
17. Chi phí thuế TNDN hoãn lại,52,,"916,791,144",0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"208,038,427","2,574,689,051",,
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,17,214,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
