Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"172,137,523,574","181,351,720,297","463,831,194,122","525,022,966,839"
2. Các khoản giảm trừ doanh thu,02,,"63,766,512","198,390,911","79,912,542","198,390,911"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"172,073,757,062","181,153,329,386","463,751,281,580","524,824,575,928"
4. Giá vốn hàng bán,11,,"119,892,354,281","100,390,343,377","299,059,307,139","303,888,821,175"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"52,181,402,781","80,762,986,009","164,691,974,441","220,935,754,753"
6. Doanh thu hoạt động tài chính,21,,"192,474,722","241,371,884","3,964,979,488","2,522,013,788"
7. Chi phí tài chính,22,,"3,171,765,278","961,557,220","7,912,758,572","5,718,667,315"
- Trong đó: Chi phí lãi vay,23,,"1,575,413,330","735,027,532","4,414,971,328","5,588,067,523"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"22,870,740,515","15,493,209,136","48,603,217,927","39,947,222,071"
10. Chi phí quản lý doanh nghiệp,26,,"18,531,475,832","18,068,237,810","62,643,370,641","51,134,161,721"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"7,799,895,878","46,481,353,727","49,497,606,789","126,657,717,434"
12. Thu nhập khác,31,,"2,907,484","197,113,008","294,925,401","248,542,461"
13. Chi phí khác,32,,"5,224","-1,205,987,622","5,751","-1,524,975,386"
14. Lợi nhuận khác(40=31-32),40,,"2,902,260","1,403,100,630","294,919,650","1,773,517,847"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"7,802,798,138","47,884,454,357","49,792,526,439","128,431,235,281"
16. Chi phí thuế TNDN hiện hành,51,,"4,161,451,090","7,157,457,808","10,493,749,219","17,047,158,486"
17. Chi phí thuế TNDN hoãn lại,52,,"-1,918,249,843","-400,378,264","-785,262,613","-534,290,280"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"5,559,596,891","41,127,374,813","40,084,039,833","111,918,367,075"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
