Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"82,569,307,905","85,905,421,917","82,569,307,905","85,905,421,917"
2. Các khoản giảm trừ doanh thu,02,,,"2,903,624",0,"2,903,624"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"82,569,307,905","85,902,518,293","82,569,307,905","85,902,518,293"
4. Giá vốn hàng bán,11,,"57,716,211,932","60,046,136,720","57,716,211,932","60,046,136,720"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"24,853,095,973","25,856,381,573","24,853,095,973","25,856,381,573"
6. Doanh thu hoạt động tài chính,21,,"572,311,712","1,081,629,648","572,311,712","1,081,629,648"
7. Chi phí tài chính,22,,"2,458,796,202","1,884,623,397","2,458,796,202","1,884,623,397"
- Trong đó: Chi phí lãi vay,23,,"2,188,114,384","1,916,899,685","2,188,114,384","1,916,899,685"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"7,732,842,955","6,938,898,671","7,732,842,955","6,938,898,671"
10. Chi phí quản lý doanh nghiệp,26,,"10,613,034,077","14,656,584,560","10,613,034,077","14,656,584,560"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"4,620,734,451","3,457,904,593","4,620,734,451","3,457,904,593"
12. Thu nhập khác,31,,"442,364,989","31,860,067,255","442,364,989","31,860,067,255"
13. Chi phí khác,32,,0,"24,357,426,642",0,"24,357,426,642"
14. Lợi nhuận khác(40=31-32),40,,"442,364,989","7,502,640,613","442,364,989","7,502,640,613"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"5,063,099,440","10,960,545,206","5,063,099,440","10,960,545,206"
16. Chi phí thuế TNDN hiện hành,51,,"2,034,039,630","1,797,766,232","2,034,039,630","1,797,766,232"
17. Chi phí thuế TNDN hoãn lại,52,,"-1,048,125,995","624,145,344","-1,048,125,995","624,145,344"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"4,077,185,805","8,538,633,630","4,077,185,805","8,538,633,630"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
