Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"118,372,033,792","100,941,171,983","692,553,553,209","405,297,321,044"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"118,372,033,792","100,941,171,983","692,553,553,209","405,297,321,044"
4. Giá vốn hàng bán,11,,"107,756,512,004","89,058,138,299","553,452,579,274","350,047,434,488"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"10,615,521,788","11,883,033,684","139,100,973,935","55,249,886,556"
6. Doanh thu hoạt động tài chính,21,,"39,993,959","10,659,278","193,224,189","444,598,645"
7. Chi phí tài chính,22,,"4,623,464,544","2,414,064,259","13,766,032,006","7,777,849,566"
- Trong đó: Chi phí lãi vay,23,,"3,866,160,963","2,414,064,259","11,846,083,511","7,777,849,566"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"628,312,462","842,561,405","1,265,231,346","2,161,163,311"
10. Chi phí quản lý doanh nghiệp,26,,"4,541,416,881","5,048,194,441","12,084,124,314","10,909,149,688"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"862,321,860","3,588,872,857","112,178,810,458","34,846,322,636"
12. Thu nhập khác,31,,"16,103,250","21,453,600","16,103,250","40,941,587"
13. Chi phí khác,32,,"91,955,901","419,056,099","799,594,926","614,473,610"
14. Lợi nhuận khác(40=31-32),40,,"-75,852,651","-397,602,499","-783,491,676","-573,532,023"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"786,469,209","3,191,270,358","111,395,318,782","34,272,790,613"
16. Chi phí thuế TNDN hiện hành,51,,"175,685,022","717,774,571","22,438,982,741","6,973,162,123"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"610,784,187","2,473,495,787","88,956,336,041","27,299,628,490"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,10,71,"1,394",784
22. Lãi suy giảm trên cổ phiếu (*),71,,10,71,"1,394",784
