Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"4,027,853,795,475","2,284,373,757,361","4,027,853,795,475","2,284,373,757,361"
2. Các khoản giảm trừ doanh thu,02,,"169,397,008","756,449,265","169,397,008","756,449,265"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"4,027,684,398,467","2,283,617,308,096","4,027,684,398,467","2,283,617,308,096"
4. Giá vốn hàng bán,11,,"3,634,008,629,551","2,044,520,172,452","3,634,008,629,551","2,044,520,172,452"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"393,675,768,916","239,097,135,644","393,675,768,916","239,097,135,644"
6. Doanh thu hoạt động tài chính,21,,"31,625,143,230","45,537,795,466","31,625,143,230","45,537,795,466"
7. Chi phí tài chính,22,,"50,899,286,147","42,748,982,353","50,899,286,147","42,748,982,353"
- Trong đó: Chi phí lãi vay,23,,"39,865,290,941","37,769,042,726","39,865,290,941","37,769,042,726"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"16,318,624,809","3,919,288,485","16,318,624,809","3,919,288,485"
9. Chi phí bán hàng,25,,"213,685,606,963","102,440,067,463","213,685,606,963","102,440,067,463"
10. Chi phí quản lý doanh nghiệp,26,,"54,852,980,342","38,157,791,391","54,852,980,342","38,157,791,391"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"122,181,663,503","105,207,378,388","122,181,663,503","105,207,378,388"
12. Thu nhập khác,31,,"1,008,460,580","1,246,188,544","1,008,460,580","1,246,188,544"
13. Chi phí khác,32,,"273,750,352","398,070,888","273,750,352","398,070,888"
14. Lợi nhuận khác(40=31-32),40,,"734,710,228","848,117,656","734,710,228","848,117,656"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"122,916,373,731","106,055,496,044","122,916,373,731","106,055,496,044"
16. Chi phí thuế TNDN hiện hành,51,,"26,842,454,914","14,070,463,568","26,842,454,914","14,070,463,568"
17. Chi phí thuế TNDN hoãn lại,52,,"-414,008,329","2,466,580,164","-414,008,329","2,466,580,164"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"96,487,927,146","89,518,452,312","96,487,927,146","89,518,452,312"
19. Lợi nhuận sau thuế công ty mẹ,61,,"88,086,043,638","75,141,819,491","88,086,043,638","75,141,819,491"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"8,401,883,508","14,376,632,821","8,401,883,508","14,376,632,821"
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
