Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"49,775,079,174","29,319,238,973","118,341,287,588","101,469,916,142"
2. Các khoản giảm trừ doanh thu,02,,0,"1,126,897,200",0,"2,495,859,200"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"49,775,079,174","28,192,341,773","118,341,287,588","98,974,056,942"
4. Giá vốn hàng bán,11,,"47,103,942,011","29,609,710,612","116,588,282,914","98,160,354,705"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"2,671,137,163","-1,417,368,839","1,753,004,674","813,702,237"
6. Doanh thu hoạt động tài chính,21,,"106,429,601","684,453,356","2,131,405,460","3,853,260,913"
7. Chi phí tài chính,22,,"335,066,442",0,"335,066,442","47,456,525"
- Trong đó: Chi phí lãi vay,23,,0,0,0,0
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"2,609,141,664","439,938,726","5,271,412,343","2,609,651,243"
10. Chi phí quản lý doanh nghiệp,26,,"1,106,339,271","1,175,043,943","3,593,030,539","4,519,776,497"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-1,272,980,613","-2,347,898,152","-5,315,099,190","-2,509,921,115"
12. Thu nhập khác,31,,0,"1,334,766,461","483,566,310","3,944,868,461"
13. Chi phí khác,32,,0,0,"28,080","780,000"
14. Lợi nhuận khác(40=31-32),40,,0,"1,334,766,461","483,538,230","3,944,088,461"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-1,272,980,613","-1,013,131,691","-4,831,560,960","1,434,167,346"
16. Chi phí thuế TNDN hiện hành,51,,0,0,0,"372,322,907"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,"129,284,051","-22,216,171"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-1,272,980,613","-1,013,131,691","-4,960,845,011","1,084,060,610"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,-122,-100,-475,85
22. Lãi suy giảm trên cổ phiếu (*),71,,-122,-100,-475,85
