Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"249,911,996,238","182,044,477,450",,
2. Các khoản giảm trừ doanh thu,02,,0,"6,912,000",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"249,911,996,238","182,037,565,450",,
4. Giá vốn hàng bán,11,,"221,542,483,587","163,078,370,738",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"28,369,512,651","18,959,194,712",,
6. Doanh thu hoạt động tài chính,21,,"1,330,592,532","1,165,657,888",,
7. Chi phí tài chính,22,,"1,676,282,632","2,318,922,290",,
- Trong đó: Chi phí lãi vay,23,,"1,676,282,632","2,296,801,290",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"210,959,800","292,770,991",,
10. Chi phí quản lý doanh nghiệp,26,,"3,727,246,718","6,686,908,165",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"24,085,616,033","10,826,251,154",,
12. Thu nhập khác,31,,"100,000,000",0,,
13. Chi phí khác,32,,"142,035,509","319,851,305",,
14. Lợi nhuận khác(40=31-32),40,,"-42,035,509","-319,851,305",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"24,043,580,524","10,506,399,849",,
16. Chi phí thuế TNDN hiện hành,51,,"5,208,254,184","2,397,360,512",,
17. Chi phí thuế TNDN hoãn lại,52,,0,0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"18,835,326,340","8,109,039,337",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,"15,425,129,103","6,665,326,754",,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"3,410,197,237","1,443,712,583",,
21. Lãi cơ bản trên cổ phiếu(*),70,,484,209,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
