Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"100,941,171,983","75,313,735,483","405,297,321,044","193,593,131,061"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"100,941,171,983","75,313,735,483","405,297,321,044","193,593,131,061"
4. Giá vốn hàng bán,11,,"89,058,138,299","66,988,697,064","350,047,434,488","171,400,083,989"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"11,883,033,684","8,325,038,419","55,249,886,556","22,193,047,072"
6. Doanh thu hoạt động tài chính,21,,"10,659,278","11,106,776","444,598,645","71,959,489"
7. Chi phí tài chính,22,,"2,414,064,259","2,441,897,117","7,777,849,566","7,972,929,772"
- Trong đó: Chi phí lãi vay,23,,"2,414,064,259","2,425,863,348","7,777,849,566","7,716,043,593"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"842,561,405","398,911,037","2,161,163,311","2,000,863,108"
10. Chi phí quản lý doanh nghiệp,26,,"5,048,194,441","2,121,584,280","10,909,149,688","6,473,697,596"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"3,588,872,857","3,373,752,761","34,846,322,636","5,817,516,085"
12. Thu nhập khác,31,,"21,453,600",0,"40,941,587","8,733,035,062"
13. Chi phí khác,32,,"419,056,099","328,882,438","614,473,610","345,611,438"
14. Lợi nhuận khác(40=31-32),40,,"-397,602,499","-328,882,438","-573,532,023","8,387,423,624"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"3,191,270,358","3,044,870,323","34,272,790,613","14,204,939,709"
16. Chi phí thuế TNDN hiện hành,51,,"717,774,571","674,750,552","6,973,162,123","2,910,110,229"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"2,473,495,787","2,370,119,771","27,299,628,490","11,294,829,480"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,71,68,784,324
22. Lãi suy giảm trên cổ phiếu (*),71,,71,68,784,324
