Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"2,873,596,707","68,654,161,727",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"2,873,596,707","68,654,161,727",,
4. Giá vốn hàng bán,11,,"1,067,510,476","66,149,323,437",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"1,806,086,231","2,504,838,290",,
6. Doanh thu hoạt động tài chính,21,,"1,446,263,725","3,009,120,878",,
7. Chi phí tài chính,22,,"32,005,934","5,114,330,399",,
- Trong đó: Chi phí lãi vay,23,,"32,005,934","5,114,175,909",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"590,700,543","653,778,274",,
10. Chi phí quản lý doanh nghiệp,26,,"7,828,421,858","8,867,968,152",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-5,198,778,379","-9,122,117,657",,
12. Thu nhập khác,31,,0,"1,094,082,631",,
13. Chi phí khác,32,,"58,721,673","210,850,494",,
14. Lợi nhuận khác(40=31-32),40,,"-58,721,673","883,232,137",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-5,257,500,052","-8,238,885,520",,
16. Chi phí thuế TNDN hiện hành,51,,0,0,,
17. Chi phí thuế TNDN hoãn lại,52,,0,0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-5,257,500,052","-8,238,885,520",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,"-5,222,899,187","-7,981,252,807",,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"-34,600,865","-257,632,713",,
21. Lãi cơ bản trên cổ phiếu(*),70,,-76,-119,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
