Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"44,642,390,414","36,940,694,407","86,838,494,724","86,202,519,808"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"44,642,390,414","36,940,694,407","86,838,494,724","86,202,519,808"
4. Giá vốn hàng bán,11,,"40,965,874,419","35,642,459,796","81,544,961,037","79,513,199,828"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"3,676,515,995","1,298,234,611","5,293,533,687","6,689,319,980"
6. Doanh thu hoạt động tài chính,21,,"193,865","205,169","5,032,027","38,337,782"
7. Chi phí tài chính,22,,"1,057,144,803","2,023,857,962","2,369,378,487","3,987,227,813"
- Trong đó: Chi phí lãi vay,23,,"1,057,144,803","2,023,857,962","2,369,378,487","3,987,227,813"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"107,914,108","10,477,365","440,359,290","316,238,376"
10. Chi phí quản lý doanh nghiệp,26,,"2,679,155,527","2,234,143,416","5,410,417,265","5,660,138,032"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-167,504,578","-2,970,038,963","-2,921,589,328","-3,235,946,459"
12. Thu nhập khác,31,,"50,366,488","14,973,342","72,133,958","33,980,426"
13. Chi phí khác,32,,"8,127,205","118,393,498","9,323,872","118,393,498"
14. Lợi nhuận khác(40=31-32),40,,"42,239,283","-103,420,156","62,810,086","-84,413,072"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-125,265,295","-3,073,459,119","-2,858,779,242","-3,320,359,531"
16. Chi phí thuế TNDN hiện hành,51,,0,0,0,0
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-125,265,295","-3,073,459,119","-2,858,779,242","-3,320,359,531"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
