Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"97,715,454,206","70,695,495,015","282,050,891,498","291,693,670,547"
2. Các khoản giảm trừ doanh thu,02,,"185,690,872","16,146,030","935,520,636","16,146,030"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"97,529,763,334","70,679,348,985","281,115,370,862","291,677,524,517"
4. Giá vốn hàng bán,11,,"74,434,490,445","44,208,250,757","205,749,857,103","179,166,952,857"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"23,095,272,889","26,471,098,228","75,365,513,759","112,510,571,660"
6. Doanh thu hoạt động tài chính,21,,"6,988,829","2,153,193,558","1,548,869,907","3,759,024,936"
7. Chi phí tài chính,22,,"1,942,931,457","1,649,198,197","6,070,199,822","4,727,513,465"
- Trong đó: Chi phí lãi vay,23,,"1,927,053,390","1,054,522,209","6,023,055,507","2,839,557,998"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,,0,,
9. Chi phí bán hàng,25,,"8,197,571,116","6,709,237,044","27,183,818,903","25,732,477,412"
10. Chi phí quản lý doanh nghiệp,26,,"10,274,438,471","16,209,841,476","36,518,291,150","44,111,894,809"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"2,687,320,674","4,056,015,069","7,142,073,791","41,697,710,910"
12. Thu nhập khác,31,,"102,360,554","74,681,510","214,658,874","292,017,917"
13. Chi phí khác,32,,0,102,"2,928,618",526
14. Lợi nhuận khác(40=31-32),40,,"102,360,554","74,681,408","211,730,256","292,017,391"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"2,789,681,228","4,130,696,477","7,353,804,047","41,989,728,301"
16. Chi phí thuế TNDN hiện hành,51,,"311,377,506","754,065,063","1,601,139,024","6,332,298,129"
17. Chi phí thuế TNDN hoãn lại,52,,"208,942,445","226,400,862","-69,047,575","1,132,987,234"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"2,269,361,277","3,150,230,552","5,821,712,598","34,524,442,938"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
