Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"496,455,980,482","500,844,443,428",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"496,455,980,482","500,844,443,428",,
4. Giá vốn hàng bán,11,,"456,507,816,862","449,882,976,432",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"39,948,163,620","50,961,466,996",,
6. Doanh thu hoạt động tài chính,21,,"1,946,085,812","4,705,364,373",,
7. Chi phí tài chính,22,,"6,675,069,808","3,278,915,163",,
- Trong đó: Chi phí lãi vay,23,,"6,675,069,808","3,278,915,163",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"1,718,178","531,014,951",,
10. Chi phí quản lý doanh nghiệp,26,,"28,273,788,065","12,556,908,501",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"6,943,673,381","39,299,992,754",,
12. Thu nhập khác,31,,"18,001","11,749,951",,
13. Chi phí khác,32,,"11,588,961","745,520,337",,
14. Lợi nhuận khác(40=31-32),40,,"-11,570,960","-733,770,386",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"6,932,102,421","38,566,222,368",,
16. Chi phí thuế TNDN hiện hành,51,,"3,415,646,083","8,392,574,161",,
17. Chi phí thuế TNDN hoãn lại,52,,0,0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"3,516,456,338","30,173,648,207",,
19. Lợi nhuận sau thuế công ty mẹ,61,,"1,507,973,402","25,079,480,434",,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"2,008,482,936","5,094,167,773",,
21. Lãi cơ bản trên cổ phiếu(*),70,,22,696,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
