Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"98,427,783,460","120,623,207,169","184,333,205,376","220,890,547,042"
2. Các khoản giảm trừ doanh thu,02,,"746,926,140",0,"749,829,764",0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"97,680,857,320","120,623,207,169","183,583,375,612","220,890,547,042"
4. Giá vốn hàng bán,11,,"71,303,732,363","70,838,317,773","131,349,869,082","136,358,583,389"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"26,377,124,957","49,784,889,396","52,233,506,530","84,531,963,653"
6. Doanh thu hoạt động tài chính,21,,"460,251,430","883,000,498","1,541,881,078","1,619,472,724"
7. Chi phí tài chính,22,,"2,242,644,968","1,938,442,950","4,127,268,365","3,091,795,097"
- Trong đó: Chi phí lãi vay,23,,"2,179,102,432","898,829,349","4,096,002,117","1,785,035,789"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,,,0,0
9. Chi phí bán hàng,25,,"12,047,349,116","13,157,059,714","18,986,247,787","18,604,249,510"
10. Chi phí quản lý doanh nghiệp,26,,"11,587,268,119","15,352,057,722","26,243,852,679","27,896,503,983"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"960,114,184","20,220,329,508","4,418,018,777","36,558,887,787"
12. Thu nhập khác,31,,"-31,747,768,935","189,599,562","112,298,320","217,336,407"
13. Chi phí khác,32,,"-24,354,498,024",-31,"2,928,618",425
14. Lợi nhuận khác(40=31-32),40,,"-7,393,270,911","189,599,593","109,369,702","217,335,982"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-6,433,156,727","20,409,929,101","4,527,388,479","36,776,223,769"
16. Chi phí thuế TNDN hiện hành,51,,"-508,004,714","2,347,251,506","1,289,761,518","5,560,862,484"
17. Chi phí thuế TNDN hoãn lại,52,,"-913,639,870","1,063,434,644","-289,494,525","879,627,579"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-5,011,512,143","16,999,242,951","3,527,121,486","30,335,733,706"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
