Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"69,410,572,080","70,737,106,667","69,410,572,080","70,737,106,667"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"69,410,572,080","70,737,106,667","69,410,572,080","70,737,106,667"
4. Giá vốn hàng bán,11,,"30,548,608,493","30,903,731,720","30,548,608,493","30,903,731,720"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"38,861,963,587","39,833,374,947","38,861,963,587","39,833,374,947"
6. Doanh thu hoạt động tài chính,21,,"42,171,440","20,818,161","42,171,440","20,818,161"
7. Chi phí tài chính,22,,"8,556,034,890","10,949,394,950","8,556,034,890","10,949,394,950"
- Trong đó: Chi phí lãi vay,23,,"8,556,034,890","10,575,449,793","8,556,034,890","10,575,449,793"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,0,0,0,0
10. Chi phí quản lý doanh nghiệp,26,,"1,514,542,445","1,873,046,920","1,514,542,445","1,873,046,920"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"28,833,557,692","27,031,751,238","28,833,557,692","27,031,751,238"
12. Thu nhập khác,31,,0,0,0,0
13. Chi phí khác,32,,0,"318,911",0,"318,911"
14. Lợi nhuận khác(40=31-32),40,,0,"-318,911",0,"-318,911"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"28,833,557,692","27,031,432,327","28,833,557,692","27,031,432,327"
16. Chi phí thuế TNDN hiện hành,51,,"1,674,526,143","1,375,002,792","1,674,526,143","1,375,002,792"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"27,159,031,549","25,656,429,535","27,159,031,549","25,656,429,535"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
