Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"510,498,968,367","465,958,948,049",,
2. Các khoản giảm trừ doanh thu,02,,"4,138,296,886","979,106,971",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"506,360,671,481","464,979,841,078",,
4. Giá vốn hàng bán,11,,"305,550,107,385","312,597,447,552",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"200,810,564,096","152,382,393,526",,
6. Doanh thu hoạt động tài chính,21,,"897,638,668","1,659,990,350",,
7. Chi phí tài chính,22,,"10,340,899,785","7,857,621,195",,
- Trong đó: Chi phí lãi vay,23,,"10,059,223,993","7,739,988,476",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"59,206,707,757","37,781,560,504",,
10. Chi phí quản lý doanh nghiệp,26,,"45,482,606,795","41,320,038,638",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"86,677,988,427","67,083,163,539",,
12. Thu nhập khác,31,,"756,113,665","219,744,224",,
13. Chi phí khác,32,,"3,634,984,874","3,076,558",,
14. Lợi nhuận khác(40=31-32),40,,"-2,878,871,209","216,667,666",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"83,799,117,218","67,299,831,205",,
16. Chi phí thuế TNDN hiện hành,51,,"17,396,021,204","12,464,340,989",,
17. Chi phí thuế TNDN hoãn lại,52,,"-935,066,274","-1,149,784,476",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"67,338,162,288","55,985,274,692",,
19. Lợi nhuận sau thuế công ty mẹ,61,,"67,338,162,288","55,985,274,692",,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
