Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"87,390,041,427","86,838,494,724",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"87,390,041,427","86,838,494,724",,
4. Giá vốn hàng bán,11,,"73,087,680,943","81,544,961,037",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"14,302,360,484","5,293,533,687",,
6. Doanh thu hoạt động tài chính,21,,"68,793,082","5,032,027",,
7. Chi phí tài chính,22,,"1,161,123,793","2,369,378,487",,
- Trong đó: Chi phí lãi vay,23,,"1,161,123,793","2,369,378,487",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"320,188,672","440,359,290",,
10. Chi phí quản lý doanh nghiệp,26,,"4,998,075,609","5,410,417,265",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"7,891,765,492","-2,921,589,328",,
12. Thu nhập khác,31,,"70,352,069","72,133,958",,
13. Chi phí khác,32,,"15,260,843","9,323,872",,
14. Lợi nhuận khác(40=31-32),40,,"55,091,226","62,810,086",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"7,946,856,718","-2,858,779,242",,
16. Chi phí thuế TNDN hiện hành,51,,"1,212,886,646",0,,
17. Chi phí thuế TNDN hoãn lại,52,,"41,033,075",0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"6,692,936,997","-2,858,779,242",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,0,0,,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,557,-238,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
