Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"465,958,948,049","470,041,419,300",,
2. Các khoản giảm trừ doanh thu,02,,"979,106,971","79,912,542",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"464,979,841,078","469,961,506,758",,
4. Giá vốn hàng bán,11,,"312,597,447,552","296,444,036,471",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"152,382,393,526","173,517,470,287",,
6. Doanh thu hoạt động tài chính,21,,"1,659,990,350","2,424,952,311",,
7. Chi phí tài chính,22,,"7,857,621,195","6,372,731,395",,
- Trong đó: Chi phí lãi vay,23,,"7,739,988,476","4,415,531,398",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"37,781,560,504","45,795,240,206",,
10. Chi phí quản lý doanh nghiệp,26,,"41,320,038,638","61,196,187,166",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"67,083,163,539","62,578,263,831",,
12. Thu nhập khác,31,,"219,744,224","294,925,401",,
13. Chi phí khác,32,,"3,076,558","5,751",,
14. Lợi nhuận khác(40=31-32),40,,"216,667,666","294,919,650",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"67,299,831,205","62,873,183,481",,
16. Chi phí thuế TNDN hiện hành,51,,"11,432,858,395","10,507,529,060",,
17. Chi phí thuế TNDN hoãn lại,52,,"-1,149,784,476","93,786,302",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"57,016,757,286","52,271,868,119",,
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
