Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"182,044,477,450","237,808,183,747",,
2. Các khoản giảm trừ doanh thu,02,,"6,912,000","357,781,831",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"182,037,565,450","237,450,401,916",,
4. Giá vốn hàng bán,11,,"163,078,370,738","210,380,422,404",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"18,959,194,712","27,069,979,512",,
6. Doanh thu hoạt động tài chính,21,,"1,165,657,888","844,323,804",,
7. Chi phí tài chính,22,,"2,318,922,290","1,792,381,076",,
- Trong đó: Chi phí lãi vay,23,,"2,296,801,290","1,792,381,076",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,,"16,669,168",,
9. Chi phí bán hàng,25,,"292,770,991","380,245,043",,
10. Chi phí quản lý doanh nghiệp,26,,"6,686,908,165","6,310,900,147",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"10,826,251,154","19,447,446,218",,
12. Thu nhập khác,31,,0,0,,
13. Chi phí khác,32,,"319,851,305","103,566,829",,
14. Lợi nhuận khác(40=31-32),40,,"-319,851,305","-103,566,829",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"10,506,399,849","19,343,879,389",,
16. Chi phí thuế TNDN hiện hành,51,,"2,397,360,512","4,103,438,830",,
17. Chi phí thuế TNDN hoãn lại,52,,0,0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"8,109,039,337","15,240,440,559",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,"6,665,326,754","14,371,132,885",,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"1,443,712,583","869,307,674",,
21. Lãi cơ bản trên cổ phiếu(*),70,,"20,911","62,801",,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
