Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"67,512,523,100","29,014,500,381","123,249,940,146","58,992,621,106"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"67,512,523,100","29,014,500,381","123,249,940,146","58,992,621,106"
4. Giá vốn hàng bán,11,,"52,392,958,440","29,831,076,463","105,155,662,293","59,129,591,767"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"15,119,564,660","-816,576,082","18,094,277,853","-136,970,661"
6. Doanh thu hoạt động tài chính,21,,"1,848,621,074","1,116,352,023","2,142,352,142","1,321,141,428"
7. Chi phí tài chính,22,,"37,700,241","56,708,581","73,633,313","133,516,616"
- Trong đó: Chi phí lãi vay,23,,0,"34,017,930",0,"80,099,590"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"6,065,807,131","2,718,750,502","9,026,350,287","3,516,936,168"
10. Chi phí quản lý doanh nghiệp,26,,"2,375,129,299","1,445,199,974","3,879,712,762","3,153,312,498"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"8,489,549,063","-3,920,883,116","7,256,933,633","-5,619,594,515"
12. Thu nhập khác,31,,"410,075,053","816,511,108","3,732,198,133","1,412,159,963"
13. Chi phí khác,32,,0,0,0,0
14. Lợi nhuận khác(40=31-32),40,,"410,075,053","816,511,108","3,732,198,133","1,412,159,963"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"8,899,624,116","-3,104,372,008","10,989,131,766","-4,207,434,552"
16. Chi phí thuế TNDN hiện hành,51,,0,0,0,0
17. Chi phí thuế TNDN hoãn lại,52,,"76,623,231","7,379,382","76,623,231","7,379,382"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"8,823,000,885","-3,111,751,390","10,912,508,535","-4,214,813,934"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,844,-298,"1,044",-403
22. Lãi suy giảm trên cổ phiếu (*),71,,844,-298,"1,044",-403
