Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1.Thu nhập lãi và các khoản thu nhập tương tự,01,,"3,193,942","3,352,559",,
2. Chi phí lãi và các chi phí tương tự,02,,"1,765,369","2,264,998",,
I. Thu nhập lãi thuần,03,,"1,428,573","1,087,561",,
3. Thu nhập từ hoạt động dịch vụ,04,,"252,452","156,939",,
4. Chi phí hoạt động dịch vụ,05,,"113,337","89,970",,
II. Lãi/lỗ thuần từ hoạt động dịch vụ,06,,"139,115","66,969",,
III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hối,07,,"431,158","234,681",,
IV. Lãi /lỗ thuần từ mua bán chứng khoán kinh doanh,08,,"152,070","4,951",,
V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,09,,"23,093","250,295",,
5. Thu nhập từ hoạt động khác,10,,"168,427","66,138",,
6. Chi phí hoạt động khác,11,,"24,157","18,185",,
VI. Lãi/lỗ thuần từ hoạt động khác,12,,"144,270","47,953",,
"VII. Thu nhập từ góp vốn, mua cổ phần",13,,0,260,,
VIII. Chi phí hoạt động,14,,"796,997","830,029",,
IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,15,,"1,521,282","862,641",,
X. Chi phí dự phòng rủi ro tín dụng,16,,"329,867","267,729",,
XI. Tổng lợi nhuận trước thuế,17,,"1,191,415","594,912",,
7. Chi phí thuế TNDN hiện hành,18,,"238,471","123,531",,
8. Chi phí thuế TNDN hoãn lại,19,,0,0,,
XII. Chi phí thuế TNDN,20,,"238,471","123,531",,
XIII. Lợi nhuận sau thuế,21,,"952,944","471,381",,
XIV. Lợi ích của cổ đông thiểu số,22,,0,0,,
XV. Lãi cơ bản trên cổ phiếu,23,,"1,668",825,,
