Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"61,744,525,110","47,876,369,833","163,702,694,598","185,529,162,578"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"61,744,525,110","47,876,369,833","163,702,694,598","185,529,162,578"
4. Giá vốn hàng bán,11,,"35,394,289,120","36,974,684,402","95,015,088,408","100,530,950,968"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"26,350,235,990","10,901,685,431","68,687,606,190","84,998,211,610"
6. Doanh thu hoạt động tài chính,21,,"44,380,383","457,531,918","1,116,992,240","619,032,734"
7. Chi phí tài chính,22,,"5,876,825,304","7,829,812,810","20,616,417,181","25,052,079,208"
- Trong đó: Chi phí lãi vay,23,,"5,876,825,304","7,829,812,810","19,393,673,629","24,502,050,460"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,0,0,0,0
10. Chi phí quản lý doanh nghiệp,26,,"991,021,399","1,428,273,217","3,445,769,262","4,877,720,054"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"19,526,769,670","2,101,131,322","45,742,411,987","55,687,445,082"
12. Thu nhập khác,31,,,"2,700,000,000",,"2,700,000,000"
13. Chi phí khác,32,,,"2,052,621,861","886,578,789","2,052,621,861"
14. Lợi nhuận khác(40=31-32),40,,0,"647,378,139","-886,578,789","647,378,139"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"19,526,769,670","2,748,509,461","44,855,833,198","56,334,823,221"
16. Chi phí thuế TNDN hiện hành,51,,"1,138,335,195","264,914,012","2,851,399,844","3,282,149,665"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"18,388,434,475","2,483,595,449","42,004,433,354","53,052,673,556"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,471,64,"1,077","1,360"
22. Lãi suy giảm trên cổ phiếu (*),71,,471,64,"1,077","1,360"
