Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"189,321,915,025","184,335,437,292",,
2. Các khoản giảm trừ doanh thu,02,,"16,205,755","749,829,764",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"189,305,709,270","183,585,607,528",,
4. Giá vốn hàng bán,11,,"115,620,891,874","131,315,366,658",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"73,684,817,396","52,270,240,870",,
6. Doanh thu hoạt động tài chính,21,,"501,244,491","1,541,881,078",,
7. Chi phí tài chính,22,,"4,738,412,548","4,127,268,365",,
- Trong đó: Chi phí lãi vay,23,,"4,565,831,991","4,096,002,117",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"34,229,327,615","18,986,247,787",,
10. Chi phí quản lý doanh nghiệp,26,,"20,808,743,023","26,243,852,679",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"14,409,578,701","4,454,753,117",,
12. Thu nhập khác,31,,"496,750,198","112,298,320",,
13. Chi phí khác,32,,"91,427","2,928,618",,
14. Lợi nhuận khác(40=31-32),40,,"496,658,771","109,369,702",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"14,906,237,472","4,564,122,819",,
16. Chi phí thuế TNDN hiện hành,51,,"5,884,891,106","1,289,761,518",,
17. Chi phí thuế TNDN hoãn lại,52,,"-2,412,004,306","-277,990,020",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"11,433,350,672","3,552,351,321",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,0,0,,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
