Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"68,566,208,414","72,150,677,169",,
2. Các khoản giảm trừ doanh thu,02,,0,"1,368,962,000",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"68,566,208,414","70,781,715,169",,
4. Giá vốn hàng bán,11,,"69,484,340,903","68,550,644,093",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"-918,132,489","2,231,071,076",,
6. Doanh thu hoạt động tài chính,21,,"2,024,975,859","3,168,807,557",,
7. Chi phí tài chính,22,,0,"47,456,525",,
- Trong đó: Chi phí lãi vay,23,,0,0,,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"2,662,270,679","2,169,712,517",,
10. Chi phí quản lý doanh nghiệp,26,,"2,486,691,268","3,344,732,554",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-4,042,118,577","-162,022,963",,
12. Thu nhập khác,31,,"483,566,310","2,610,102,000",,
13. Chi phí khác,32,,"28,080","780,000",,
14. Lợi nhuận khác(40=31-32),40,,"483,538,230","2,609,322,000",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-3,558,580,347","2,447,299,037",,
16. Chi phí thuế TNDN hiện hành,51,,0,"372,322,907",,
17. Chi phí thuế TNDN hoãn lại,52,,"129,284,051","-22,216,171",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-3,687,864,398","2,097,192,301",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,0,0,,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,-353,195,,
22. Lãi suy giảm trên cổ phiếu (*),71,,-353,195,,
