Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"204,683,899,039","126,024,594,157","599,597,365,660","961,625,809,112"
2. Các khoản giảm trừ doanh thu,02,,0,0,"242,825,340",0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"204,683,899,039","126,024,594,157","599,354,540,320","961,625,809,112"
4. Giá vốn hàng bán,11,,"191,900,446,985","111,893,733,897","537,130,916,944","808,862,931,921"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"12,783,452,054","14,130,860,260","62,223,623,376","152,762,877,191"
6. Doanh thu hoạt động tài chính,21,,"94,282,662","14,734,512","2,175,842,909","205,584,473"
7. Chi phí tài chính,22,,"5,233,765,507","6,147,596,401","23,844,359,749","21,009,080,819"
- Trong đó: Chi phí lãi vay,23,,"5,051,051,442","6,417,596,401","23,297,962,011","19,228,404,889"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,,0,0,0
9. Chi phí bán hàng,25,,"1,541,447,774","2,718,512,205","5,878,095,402","2,492,847,148"
10. Chi phí quản lý doanh nghiệp,26,,"2,687,340,022","3,197,717,067","11,673,888,762","16,999,024,767"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"3,415,181,413","2,081,769,099","23,003,122,372","112,467,508,930"
12. Thu nhập khác,31,,"1,052,016",0,"6,352,450,968","658,420,874"
13. Chi phí khác,32,,"608,399,640",0,"7,494,596,408","1,106,667,086"
14. Lợi nhuận khác(40=31-32),40,,"-607,347,624","-200,158,314","-1,142,145,440","-448,246,212"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"2,807,833,789","1,881,610,785","21,860,976,932","112,019,262,718"
16. Chi phí thuế TNDN hiện hành,51,,"683,246,686","416,353,819","4,730,930,433","22,991,126,454"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"2,124,587,103","1,465,256,966","17,130,046,499","89,028,136,264"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,30,23,242,"1,395"
22. Lãi suy giảm trên cổ phiếu (*),71,,30,23,242,"1,395"
