Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"65,610,069,337","63,534,637,422","215,801,864,322","203,226,435,351"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"65,610,069,337","63,534,637,422","215,801,864,322","203,226,435,351"
4. Giá vốn hàng bán,11,,"57,246,594,086","50,179,353,805","171,651,942,476","164,481,395,105"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"8,363,475,251","13,355,283,617","44,149,921,846","38,745,040,246"
6. Doanh thu hoạt động tài chính,21,,"83,608,635","1,288,637","2,529,300,359","192,838,368"
7. Chi phí tài chính,22,,"1,005,864,221","206,649,673","2,974,323,134","630,178,783"
- Trong đó: Chi phí lãi vay,23,,"1,005,864,221","195,115,897","1,693,028,604","618,604,143"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"57,089,763",0,"473,364,953","2,477,127,967"
10. Chi phí quản lý doanh nghiệp,26,,"3,658,275,499","3,502,286,607","14,523,904,034","8,080,850,824"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"3,725,854,403","9,647,635,974","28,707,630,084","27,749,721,040"
12. Thu nhập khác,31,,"3,005,600,255","23,284,603","3,116,094,930","48,748,015"
13. Chi phí khác,32,,"2,324,167,434","150,566,280","2,324,223,782","315,566,280"
14. Lợi nhuận khác(40=31-32),40,,"681,432,821","-127,281,677","791,871,148","-266,818,265"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"4,407,287,224","9,520,354,297","29,499,501,232","27,482,902,775"
16. Chi phí thuế TNDN hiện hành,51,,"339,546,542","1,070,407,520","2,240,137,367","2,475,823,605"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"4,067,740,682","8,449,946,777","27,259,363,865","25,007,079,170"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
