Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"1,901,896,760,840","2,235,131,989,314",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"1,901,896,760,840","2,235,131,989,314",,
4. Giá vốn hàng bán,11,,"1,802,547,070,055","2,135,023,964,631",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"99,349,690,785","100,108,024,683",,
6. Doanh thu hoạt động tài chính,21,,"9,631,486,547","4,635,525,135",,
7. Chi phí tài chính,22,,"38,467,737,969","39,280,898,843",,
- Trong đó: Chi phí lãi vay,23,,"38,417,923,539","39,060,750,529",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"1,084,976,296","1,032,978,715",,
10. Chi phí quản lý doanh nghiệp,26,,"24,047,463,844","19,732,121,118",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"45,380,999,223","44,697,551,142",,
12. Thu nhập khác,31,,"21,236,242","19,938,152",,
13. Chi phí khác,32,,"260,620,523","843,834,408",,
14. Lợi nhuận khác(40=31-32),40,,"-239,384,281","-823,896,256",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"45,141,614,942","43,873,654,886",,
16. Chi phí thuế TNDN hiện hành,51,,"9,882,192,303","10,103,869,299",,
17. Chi phí thuế TNDN hoãn lại,52,,0,0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"35,259,422,639","33,769,785,587",,
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,"2,353","2,006",,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
