Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"66,594,351,851","49,102,898,446","230,297,046,449","234,632,061,024"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"66,594,351,851","49,102,898,446","230,297,046,449","234,632,061,024"
4. Giá vốn hàng bán,11,,"36,930,101,971","35,437,953,767","131,945,190,379","135,968,904,735"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"29,664,249,880","13,664,944,679","98,351,856,070","98,663,156,289"
6. Doanh thu hoạt động tài chính,21,,"155,566,602","94,961,379","1,272,558,842","713,994,113"
7. Chi phí tài chính,22,,"5,529,564,279","7,702,451,633","26,145,981,460","32,754,530,841"
- Trong đó: Chi phí lãi vay,23,,"5,529,564,279","7,702,451,633","24,923,237,908","32,204,502,093"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,0,0,0,0
10. Chi phí quản lý doanh nghiệp,26,,"1,419,828,774","1,558,586,353","4,865,598,036","6,436,306,407"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"22,870,423,429","4,498,868,072","68,612,835,416","60,186,313,154"
12. Thu nhập khác,31,,0,"957,491,000",0,"3,657,491,000"
13. Chi phí khác,32,,0,0,"886,578,789","2,052,621,861"
14. Lợi nhuận khác(40=31-32),40,,0,"957,491,000","-886,578,789","1,604,869,139"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"22,870,423,429","5,456,359,072","67,726,256,627","61,791,182,293"
16. Chi phí thuế TNDN hiện hành,51,,"1,305,912,030","564,034,637","4,157,311,874","3,846,184,302"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"21,564,511,399","4,892,324,435","63,568,944,753","57,944,997,991"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,553,125,"1,630","1,486"
22. Lãi suy giảm trên cổ phiếu (*),71,,553,125,"1,630","1,486"
