Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"41,548,182,374","56,975,496,382","41,548,182,374","56,975,496,382"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"41,548,182,374","56,975,496,382","41,548,182,374","56,975,496,382"
4. Giá vốn hàng bán,11,,"22,090,872,290","25,225,420,507","22,090,872,290","25,225,420,507"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"19,457,310,084","31,750,075,875","19,457,310,084","31,750,075,875"
6. Doanh thu hoạt động tài chính,21,,"409,627,543","83,671,794","409,627,543","83,671,794"
7. Chi phí tài chính,22,,"1,465,020,359","2,951,353,099","1,465,020,359","2,951,353,099"
- Trong đó: Chi phí lãi vay,23,,"1,465,020,359","2,914,111,721","1,465,020,359","2,914,111,721"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,0,0,0,0
10. Chi phí quản lý doanh nghiệp,26,,"1,563,958,732","1,398,003,856","1,563,958,732","1,398,003,856"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"16,837,958,536","27,484,390,714","16,837,958,536","27,484,390,714"
12. Thu nhập khác,31,,0,0,0,0
13. Chi phí khác,32,,,"14,249,726",0,"14,249,726"
14. Lợi nhuận khác(40=31-32),40,,0,"-14,249,726",0,"-14,249,726"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"16,837,958,536","27,470,140,988","16,837,958,536","27,470,140,988"
16. Chi phí thuế TNDN hiện hành,51,,"1,139,428,837","1,910,591,015","1,139,428,837","1,910,591,015"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"15,698,529,699","25,559,549,973","15,698,529,699","25,559,549,973"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,349,624,349,624
22. Lãi suy giảm trên cổ phiếu (*),71,,349,624,349,624
