Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"90,254,125,153","174,432,407,839","404,439,072,669","461,716,959,399"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,"2,228,411,434"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"90,254,125,153","174,432,407,839","404,439,072,669","459,488,547,965"
4. Giá vốn hàng bán,11,,"77,810,338,867","126,758,408,753","332,056,580,654","359,846,457,911"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"12,443,786,286","47,673,999,086","72,382,492,015","99,642,090,054"
6. Doanh thu hoạt động tài chính,21,,"58,909,028","31,943,209","3,252,888,466","25,768,353,319"
7. Chi phí tài chính,22,,"2,024,504,587","2,206,038,163","8,477,003,805","10,184,067,246"
- Trong đó: Chi phí lãi vay,23,,"2,054,850,832","2,174,952,359","8,462,139,020","10,015,379,367"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"3,629,389,056","4,285,066,872","12,752,482,322","12,572,026,434"
10. Chi phí quản lý doanh nghiệp,26,,"6,149,349,894","10,216,986,153","34,047,214,578","38,917,150,732"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"699,451,777","30,997,851,107","20,358,679,776","63,737,198,961"
12. Thu nhập khác,31,,"7,354,381","1,906,596,958","36,990,936","17,663,275,524"
13. Chi phí khác,32,,"5,929","1,566,914","5,929","1,566,954"
14. Lợi nhuận khác(40=31-32),40,,"7,348,452","1,905,030,044","36,985,007","17,661,708,570"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"706,800,229","32,902,881,151","20,395,664,783","81,398,907,531"
16. Chi phí thuế TNDN hiện hành,51,,"-864,825,113","4,945,819,374","2,535,227,741","10,018,199,506"
17. Chi phí thuế TNDN hoãn lại,52,,"1,172,726,197","-389,671,110","767,414,614","-181,443,181"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"398,899,145","28,346,732,887","17,093,022,428","71,562,151,206"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
