Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"350,033,730,064","404,439,072,669",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"350,033,730,064","404,439,072,669",,
4. Giá vốn hàng bán,11,,"297,570,629,743","332,056,580,654",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"52,463,100,321","72,382,492,015",,
6. Doanh thu hoạt động tài chính,21,,"2,515,664,650","3,252,888,466",,
7. Chi phí tài chính,22,,"6,290,382,052","8,477,003,805",,
- Trong đó: Chi phí lãi vay,23,,"6,180,290,539","8,462,139,020",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"10,959,877,288","12,752,482,322",,
10. Chi phí quản lý doanh nghiệp,26,,"38,360,366,961","34,047,214,578",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-631,861,330","20,358,679,776",,
12. Thu nhập khác,31,,"2,582,111,726","36,990,936",,
13. Chi phí khác,32,,"24,098,325",0,,
14. Lợi nhuận khác(40=31-32),40,,"2,558,013,401","36,990,936",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"1,926,152,071","20,395,670,712",,
16. Chi phí thuế TNDN hiện hành,51,,"323,685,196","2,538,862,441",,
17. Chi phí thuế TNDN hoãn lại,52,,"1,165,259,824","767,420,543",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"437,207,051","17,089,387,728",,
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
