Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"97,201,004,841","63,957,359,804","207,329,892,011","147,416,518,504"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"97,201,004,841","63,957,359,804","207,329,892,011","147,416,518,504"
4. Giá vốn hàng bán,11,,"34,455,667,727","29,197,695,591","79,774,961,700","74,652,657,177"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"62,745,337,114","34,759,664,213","127,554,930,311","72,763,861,327"
6. Doanh thu hoạt động tài chính,21,,"191,480,769","158,723,054","419,499,719","982,796,956"
7. Chi phí tài chính,22,,"402,769,705","877,456,574","1,556,879,812","3,487,075,199"
- Trong đó: Chi phí lãi vay,23,,"402,769,705","877,456,574","1,556,879,812","3,486,333,817"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,0,0,0,0
10. Chi phí quản lý doanh nghiệp,26,,"1,364,433,583","1,141,391,077","3,958,998,434","3,956,507,016"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"61,169,614,595","32,899,539,616","122,458,551,784","66,303,076,068"
12. Thu nhập khác,31,,0,0,"27,800,000",0
13. Chi phí khác,32,,0,"2,703,845",0,"2,746,329"
14. Lợi nhuận khác(40=31-32),40,,0,"-2,703,845","27,800,000","-2,746,329"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"61,169,614,595","32,896,835,771","122,486,351,784","66,300,329,739"
16. Chi phí thuế TNDN hiện hành,51,,"4,516,814,245","2,088,587,025","9,282,106,435","4,210,388,478"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"56,652,800,350","30,808,248,746","113,204,245,349","62,089,941,261"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,"1,258",684,"2,513","1,378"
22. Lãi suy giảm trên cổ phiếu (*),71,,"1,258",684,"2,513","1,378"
