Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"230,297,046,449","234,632,061,024",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"230,297,046,449","234,632,061,024",,
4. Giá vốn hàng bán,11,,"131,945,190,379","135,968,904,735",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"98,351,856,070","98,663,156,289",,
6. Doanh thu hoạt động tài chính,21,,"1,272,558,842","713,994,113",,
7. Chi phí tài chính,22,,"26,129,060,013","32,754,530,841",,
- Trong đó: Chi phí lãi vay,23,,"24,906,316,461","32,204,502,093",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,0,0,,
10. Chi phí quản lý doanh nghiệp,26,,"4,860,644,036","6,436,306,407",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"68,634,710,863","60,186,313,154",,
12. Thu nhập khác,31,,,"1,604,869,139",,
13. Chi phí khác,32,,"886,578,789",0,,
14. Lợi nhuận khác(40=31-32),40,,"-886,578,789","1,604,869,139",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"67,748,132,074","61,791,182,293",,
16. Chi phí thuế TNDN hiện hành,51,,"4,157,583,032","3,846,184,302",,
17. Chi phí thuế TNDN hoãn lại,52,,0,0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"63,590,549,042","57,944,997,991",,
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,"1,631","1,486",,
22. Lãi suy giảm trên cổ phiếu (*),71,,"1,631","1,486",,
