Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"522,234,523,263","510,498,968,367",,
2. Các khoản giảm trừ doanh thu,02,,"11,477,422,276","4,138,296,886",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"510,757,100,987","506,360,671,481",,
4. Giá vốn hàng bán,11,,"333,786,675,054","305,550,107,385",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"176,970,425,933","200,810,564,096",,
6. Doanh thu hoạt động tài chính,21,,"757,131,961","897,638,668",,
7. Chi phí tài chính,22,,"17,408,298,987","10,340,899,785",,
- Trong đó: Chi phí lãi vay,23,,"16,675,099,240","10,059,223,993",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"68,213,781,389","59,206,707,757",,
10. Chi phí quản lý doanh nghiệp,26,,"47,158,997,388","45,482,606,795",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"44,946,480,130","86,677,988,427",,
12. Thu nhập khác,31,,"17,663,819,385","756,113,665",,
13. Chi phí khác,32,,"2,704,772","3,634,984,874",,
14. Lợi nhuận khác(40=31-32),40,,"17,661,114,613","-2,878,871,209",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"62,607,594,743","83,799,117,218",,
16. Chi phí thuế TNDN hiện hành,51,,"13,197,287,526","17,396,021,204",,
17. Chi phí thuế TNDN hoãn lại,52,,"-1,568,306,085","-935,066,274",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"50,978,613,302","67,338,162,288",,
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
