Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"47,876,369,833","76,384,727,198","185,529,162,578","238,206,955,499"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"47,876,369,833","76,384,727,198","185,529,162,578","238,206,955,499"
4. Giá vốn hàng bán,11,,"36,974,684,402","39,853,079,696","100,530,950,968","105,227,413,249"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"10,901,685,431","36,531,647,502","84,998,211,610","132,979,542,250"
6. Doanh thu hoạt động tài chính,21,,"457,531,918","5,353,195","619,032,734","261,833,502"
7. Chi phí tài chính,22,,"7,829,812,810","10,942,042,557","25,052,079,208","32,849,108,751"
- Trong đó: Chi phí lãi vay,23,,"7,829,812,810","9,258,323,271","24,502,050,460","30,048,188,200"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,0,0,0,0
10. Chi phí quản lý doanh nghiệp,26,,"1,428,273,217","2,434,097,147","4,877,720,054","6,044,217,987"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"2,101,131,322","23,160,860,993","55,687,445,082","94,348,049,014"
12. Thu nhập khác,31,,"2,700,000,000",,"2,700,000,000",
13. Chi phí khác,32,,"2,052,621,861","2,492,644","2,052,621,861","4,317,856"
14. Lợi nhuận khác(40=31-32),40,,"647,378,139","-2,492,644","647,378,139","-4,317,856"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"2,748,509,461","23,158,368,349","56,334,823,221","94,343,731,158"
16. Chi phí thuế TNDN hiện hành,51,,"264,914,012","1,060,787,252","3,282,149,665","4,704,132,163"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"2,483,595,449","22,097,581,097","53,052,673,556","89,639,598,995"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,64,567,"1,360","2,298"
22. Lãi suy giảm trên cổ phiếu (*),71,,64,567,"1,360","2,298"
