Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"137,652,792,745","161,822,228,301",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"137,652,792,745","161,822,228,301",,
4. Giá vốn hàng bán,11,,"63,556,266,566","65,374,333,553",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"74,096,526,179","96,447,894,748",,
6. Doanh thu hoạt động tài chính,21,,"161,500,816","256,480,307",,
7. Chi phí tài chính,22,,"17,222,266,398","21,907,066,194",,
- Trong đó: Chi phí lãi vay,23,,"16,672,237,650","20,789,864,929",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,0,0,,
10. Chi phí quản lý doanh nghiệp,26,,"3,449,446,837","3,610,120,840",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"53,586,313,760","71,187,188,021",,
12. Thu nhập khác,31,,0,0,,
13. Chi phí khác,32,,0,"1,825,212",,
14. Lợi nhuận khác(40=31-32),40,,0,"-1,825,212",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"53,586,313,760","71,185,362,809",,
16. Chi phí thuế TNDN hiện hành,51,,"3,017,235,653","3,643,344,911",,
17. Chi phí thuế TNDN hoãn lại,52,,0,0,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"50,569,078,107","67,542,017,898",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,0,0,,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,"1,297","1,732",,
22. Lãi suy giảm trên cổ phiếu (*),71,,"1,297","1,732",,
